,dataset,#teams,#skills,#experts
0,2,3,[s1-s17],[m1-m4-m9]
0,2,7,[s1-s4],[m6-m12-m13-m22-m24-m25-m27]
0,2,5,[s1-s4],[m12-m13-m17-m23-m24]
0,2,14,[s1-s4],[m6-m12-m13-m16-m17-m18-m19-m20-m22-m24-m25-m26-m27-m30]
0,3,3,[s1-s2-s3],[m0-m1-m11]
1,1,3,[s1],[m0-m7-m9]
60,2,3,[s3-s5],[m0-m2-m10]
0,3,10,[s1-s2-s4],[m6-m13-m16-m17-m22-m23-m24-m25-m27-m30]
0,2,4,[s3-s4],[m12-m13-m17-m23]
0,2,10,[s3-s4],[m6-m12-m16-m17-m18-m20-m22-m24-m25-m27]
156,2,3,[s1-s17],[m0-m2-m3]
0,1,4,[s4],[m6-m24-m25-m27]
0,7,4,[s1-s3-s4-s10-s14-s15-s17],[m0-m1-m9-m10]
0,1,3,[s4],[m6-m13-m22]
0,4,3,[s1-s3-s4-s17],[m2-m3-m9]
0,3,4,[s1-s3-s17],[m0-m2-m3-m7]
0,1,3,[s10],[m0-m1-m14]
0,2,3,[s1-s4],[m22-m24-m26]
11,1,4,[s4],[m6-m16-m17-m24]
0,4,4,[s1-s3-s9-s17],[m0-m1-m2-m7]
0,1,3,[s5],[m0-m10-m11]
0,2,11,[s1-s4],[m12-m13-m17-m18-m19-m20-m22-m23-m24-m27-m32]
0,3,3,[s1-s3-s4],[m2-m5-m7]
0,1,4,[s1],[m0-m1-m8-m9]
0,2,5,[s1-s3],[m0-m2-m3-m7-m9]
17,2,5,[s1-s3],[m0-m1-m5-m7-m9]
3,1,3,[s4],[m6-m12-m13]
2,2,3,[s0-s1],[m0-m1-m4]
0,1,9,[s4],[m6-m13-m17-m22-m23-m24-m25-m27-m30]
0,1,6,[s4],[m6-m12-m16-m22-m24-m27]
0,4,4,[s3-s5-s6-s10],[m0-m2-m3-m11]
69,2,3,[s0-s3],[m0-m1-m4]
3,1,3,[s4],[m6-m12-m13]
0,1,3,[s2],[m0-m2-m10]
0,1,3,[s9],[m0-m1-m4]
0,3,4,[s1-s3-s17],[m0-m1-m2-m11]
131,2,3,[s1-s17],[m0-m7-m9]
49,3,3,[s1-s3-s17],[m0-m2-m3]
0,2,3,[s1-s3],[m0-m7-m9]
0,1,9,[s4],[m6-m13-m16-m17-m22-m24-m25-m26-m27]
0,1,3,[s4],[m0-m1-m10]
0,2,3,[s3-s4],[m22-m24-m27]
4,2,3,[s1-s3],[m0-m1-m9]
0,3,5,[s1-s3-s17],[m0-m1-m7-m8-m9]
0,1,4,[s1],[m1-m2-m3-m9]
0,1,4,[s4],[m16-m17-m22-m24]
0,2,10,[s1-s4],[m6-m12-m16-m17-m18-m20-m22-m24-m26-m27]
0,1,3,[s1],[m0-m9-m10]
0,1,10,[s4],[m6-m18-m19-m20-m22-m27-m28-m35-m36-m37]
0,2,4,[s3-s10],[m0-m1-m4-m10]
0,2,3,[s3-s9],[m0-m1-m4]
0,2,4,[s1-s4],[m6-m22-m24-m27]
0,4,3,[s1-s2-s3-s17],[m0-m1-m2]
0,1,3,[s8],[m0-m1-m2]
0,2,3,[s3-s8],[m0-m1-m4]
7,2,3,[s3-s4],[m0-m2-m3]
0,4,4,[s3-s4-s14-s15],[m34-m39-m40-m41]
0,4,3,[s3-s11-s14-s15],[m0-m31-m42]
0,1,4,[s3],[m40-m43-m44-m45]
0,3,3,[s1-s3-s16],[m0-m1-m8]
0,1,6,[s4],[m6-m16-m22-m24-m25-m27]
26,4,3,[s1-s3-s4-s17],[m0-m2-m3]
0,1,11,[s4],[m6-m12-m13-m17-m20-m22-m24-m25-m27-m28-m30]
0,1,3,[s4],[m6-m17-m27]
0,3,4,[s1-s3-s17],[m2-m3-m8-m10]
0,3,4,[s1-s3-s17],[m0-m2-m3-m5]
6,4,3,[s0-s1-s3-s8],[m0-m3-m21]
5,3,3,[s1-s3-s17],[m0-m7-m9]
0,3,3,[s1-s3-s17],[m0-m1-m3]
0,3,6,[s1-s3-s17],[m0-m1-m2-m3-m7-m10]
0,4,4,[s3-s10-s14-s15],[m39-m40-m44-m45]
0,2,4,[s3-s14],[m40-m43-m44-m46]
13,3,3,[s1-s3-s4],[m0-m2-m3]
0,3,3,[s3-s5-s10],[m0-m1-m4]
0,3,3,[s1-s3-s8],[m0-m1-m4]
0,3,3,[s0-s1-s3],[m0-m1-m11]
0,2,3,[s3-s4],[m6-m22-m24]
0,3,6,[s1-s3-s17],[m2-m3-m4-m7-m8-m9]
0,1,14,[s4],[m6-m12-m17-m18-m19-m20-m22-m24-m27-m28-m29-m32-m35-m47]
0,1,3,[s4],[m12-m13-m23]
0,2,3,[s5-s10],[m0-m1-m11]
0,3,3,[s1-s3-s17],[m0-m1-m8]
8,1,3,[s1],[m0-m5-m9]
0,3,4,[s3-s5-s10],[m0-m1-m4-m10]
0,6,4,[s0-s1-s3-s10-s12-s17],[m0-m2-m3-m7]
6,4,3,[s0-s1-s3-s8],[m0-m3-m21]
0,3,11,[s1-s3-s4],[m6-m12-m17-m18-m19-m20-m22-m23-m24-m27-m30]
0,1,3,[s0],[m0-m1-m5]
7,2,3,[s3-s4],[m0-m2-m3]
0,1,3,[s1],[m0-m1-m10]
0,1,4,[s4],[m6-m22-m24-m27]
0,1,15,[s4],[m6-m17-m18-m19-m20-m22-m23-m24-m25-m26-m27-m29-m32-m35-m47]
122,1,3,[s4],[m0-m1-m4]
0,3,3,[s1-s3-s10],[m0-m1-m5]
0,1,4,[s4],[m6-m22-m24-m25]
0,2,4,[s2-s3],[m0-m1-m2-m10]
14,2,3,[s1-s17],[m0-m1-m9]
0,3,4,[s1-s3-s17],[m0-m1-m4-m9]
188,2,12,[s1-s4],[m6-m17-m18-m19-m20-m26-m27-m36-m37-m47-m48-m49]
2,2,3,[s0-s1],[m0-m1-m4]
0,3,3,[s1-s3-s17],[m2-m3-m9]
0,1,12,[s4],[m6-m12-m13-m17-m18-m20-m22-m24-m25-m27-m28-m30]
0,1,5,[s4],[m17-m18-m20-m22-m27]
29,1,3,[s4],[m0-m2-m3]
0,1,9,[s4],[m6-m17-m18-m22-m23-m24-m25-m26-m27]
0,2,5,[s3-s17],[m0-m2-m3-m8-m9]
0,2,14,[s1-s4],[m6-m17-m18-m19-m20-m22-m23-m24-m26-m27-m29-m30-m32-m35]
0,1,9,[s4],[m6-m16-m17-m18-m20-m22-m24-m25-m27]
0,3,3,[s1-s3-s17],[m5-m8-m9]
0,1,3,[s1],[m2-m7-m9]
0,1,4,[s1],[m0-m1-m7-m9]
12,2,3,[s1-s17],[m2-m3-m9]
0,4,3,[s1-s3-s4-s17],[m0-m1-m4]
0,3,3,[s1-s3-s17],[m0-m1-m9]
0,1,6,[s1],[m0-m1-m2-m3-m4-m9]
198,2,3,[s3-s8],[m0-m1-m2]
0,2,4,[s0-s1],[m0-m1-m2-m3]
0,1,3,[s1],[m1-m7-m9]
236,3,3,[s1-s3-s17],[m0-m1-m4]
0,3,4,[s1-s3-s4],[m0-m2-m3-m9]
0,1,10,[s4],[m6-m13-m17-m18-m20-m22-m23-m24-m27-m29]
0,2,3,[s1-s2],[m0-m1-m4]
0,2,9,[s1-s4],[m6-m17-m18-m20-m22-m24-m25-m27-m32]
0,3,3,[s1-s3-s4],[m31-m42-m50]
0,1,3,[s0],[m0-m1-m4]
0,4,3,[s0-s1-s3-s4],[m1-m2-m3]
0,2,3,[s3-s10],[m0-m1-m4]
0,2,3,[s1-s3],[m0-m1-m7]
8,1,3,[s1],[m0-m5-m9]
0,2,3,[s1-s17],[m0-m10-m31]
9,2,3,[s1-s3],[m0-m1-m5]
0,2,10,[s3-s4],[m6-m12-m13-m16-m17-m18-m20-m22-m24-m27]
0,2,3,[s1-s3],[m0-m3-m5]
0,3,5,[s1-s3-s17],[m0-m1-m4-m9-m10]
0,2,3,[s1-s3],[m7-m8-m9]
0,1,7,[s4],[m6-m12-m13-m17-m18-m22-m27]
0,3,3,[s1-s3-s11],[m0-m1-m10]
0,5,3,[s1-s3-s6-s10-s17],[m0-m3-m5]
0,3,4,[s4-s10-s14],[m39-m40-m45-m51]
0,2,4,[s1-s17],[m0-m5-m7-m9]
0,2,3,[s1-s2],[m0-m1-m10]
0,1,13,[s4],[m6-m12-m13-m17-m18-m20-m22-m23-m24-m25-m26-m27-m30]
0,3,4,[s1-s4-s17],[m0-m1-m4-m9]
0,1,7,[s4],[m6-m17-m18-m20-m22-m24-m27]
0,2,3,[s3-s8],[m0-m3-m10]
0,3,3,[s10-s14-s15],[m34-m40-m52]
0,1,4,[s4],[m1-m6-m24-m37]
0,3,4,[s1-s3-s17],[m0-m1-m7-m9]
0,2,3,[s1-s17],[m0-m8-m9]
0,1,3,[s1],[m2-m3-m9]
0,6,3,[s1-s3-s4-s8-s9-s17],[m0-m1-m4]
0,3,3,[s1-s2-s3],[m0-m2-m5]
0,3,4,[s1-s3-s17],[m0-m5-m8-m9]
0,1,7,[s4],[m6-m17-m18-m22-m24-m27-m32]
0,3,10,[s1-s3-s4],[m6-m13-m16-m17-m22-m24-m25-m26-m27-m35]
0,1,9,[s4],[m6-m12-m17-m18-m20-m22-m23-m24-m27]
0,3,3,[s1-s3-s4],[m0-m5-m9]
0,2,11,[s1-s4],[m6-m12-m16-m17-m18-m20-m22-m23-m24-m25-m26]
0,1,11,[s4],[m6-m12-m13-m17-m18-m19-m20-m22-m24-m26-m27]
0,3,3,[s1-s3-s4],[m2-m3-m9]
0,3,5,[s1-s3-s17],[m2-m3-m7-m9-m10]
0,1,3,[s4],[m17-m18-m23]
229,1,3,[s10],[m0-m1-m10]
9,2,3,[s1-s3],[m0-m1-m5]
0,2,5,[s1-s3],[m1-m2-m3-m8-m9]
0,2,3,[s1-s13],[m0-m2-m3]
33,1,3,[s1],[m0-m1-m9]
0,3,9,[s1-s3-s4],[m6-m17-m22-m24-m25-m26-m27-m32-m35]
0,1,4,[s1],[m0-m2-m3-m8]
30,3,3,[s1-s3-s4],[m0-m1-m4]
10,3,3,[s0-s1-s3],[m0-m1-m4]
0,2,3,[s1-s17],[m5-m8-m9]
0,3,4,[s1-s2-s3],[m0-m1-m2-m4]
0,1,3,[s1],[m0-m2-m9]
0,1,4,[s4],[m17-m18-m20-m27]
0,1,9,[s4],[m6-m12-m13-m17-m18-m20-m22-m24-m27]
0,6,5,[s0-s1-s3-s4-s8-s10],[m0-m1-m4-m5-m14]
0,1,3,[s1],[m1-m3-m9]
0,1,7,[s4],[m6-m12-m17-m18-m22-m24-m27]
0,4,3,[s1-s3-s4-s17],[m0-m1-m5]
0,10,3,[s0-s1-s2-s3-s4-s8-s10-s11-s12-s15],[m0-m38-m42]
0,2,10,[s1-s4],[m6-m12-m16-m17-m18-m20-m22-m24-m25-m27]
0,5,5,[s3-s4-s10-s14-s15],[m39-m44-m45-m53-m54]
0,1,9,[s4],[m6-m17-m18-m22-m24-m25-m27-m28-m29]
10,3,3,[s0-s1-s3],[m0-m1-m4]
134,1,3,[s1],[m0-m1-m4]
0,2,15,[s1-s4],[m12-m13-m16-m17-m18-m19-m20-m26-m27-m32-m35-m36-m37-m48-m55]
0,1,4,[s4],[m17-m24-m25-m27]
0,1,11,[s4],[m6-m16-m17-m18-m20-m22-m23-m24-m25-m27-m30]
0,2,10,[s1-s4],[m6-m16-m17-m18-m22-m24-m25-m26-m27-m30]
0,3,7,[s1-s3-s4],[m6-m16-m17-m18-m22-m24-m27]
11,1,4,[s4],[m6-m16-m17-m24]
12,2,3,[s1-s17],[m2-m3-m9]
13,3,3,[s1-s3-s4],[m0-m2-m3]
0,5,3,[s3-s4-s10-s14-s15],[m33-m34-m52]
15,3,3,[s1-s3-s11],[m38-m42-m50]
0,3,4,[s0-s1-s11],[m0-m38-m42-m50]
0,4,3,[s1-s3-s11-s17],[m0-m5-m42]
0,7,3,[s0-s1-s2-s3-s4-s7-s8],[m0-m1-m4]
0,3,5,[s1-s3-s17],[m0-m1-m8-m10-m14]
19,1,3,[s4],[m38-m42-m50]
0,1,3,[s1],[m0-m3-m9]
0,1,6,[s4],[m6-m17-m18-m27-m32-m35]
16,1,3,[s10],[m38-m42-m50]
0,1,3,[s1],[m31-m42-m50]
171,2,3,[s1-s3],[m0-m1-m4]
40,2,3,[s1-s11],[m38-m42-m50]
14,2,3,[s1-s17],[m0-m1-m9]
0,2,14,[s1-s4],[m12-m13-m16-m17-m18-m19-m20-m26-m27-m32-m35-m36-m37-m55]
15,3,3,[s1-s3-s11],[m38-m42-m50]
0,3,3,[s1-s2-s3],[m0-m3-m5]
0,3,6,[s1-s3-s17],[m0-m2-m7-m8-m9-m10]
0,3,9,[s1-s4-s10],[m18-m19-m20-m22-m27-m30-m32-m35-m48]
0,1,3,[s17],[m0-m42-m50]
0,3,11,[s0-s1-s4],[m6-m16-m17-m18-m20-m22-m24-m25-m26-m27-m28]
59,2,3,[s1-s17],[m0-m42-m50]
0,4,3,[s1-s3-s11-s17],[m31-m42-m50]
16,1,3,[s10],[m38-m42-m50]
0,2,3,[s1-s3],[m0-m5-m9]
0,1,11,[s4],[m6-m12-m16-m17-m18-m20-m22-m23-m24-m25-m27]
0,1,8,[s4],[m6-m17-m18-m20-m22-m23-m24-m27]
0,2,9,[s1-s4],[m17-m18-m19-m20-m26-m27-m28-m29-m32]
38,1,3,[s4],[m31-m42-m50]
0,2,3,[s3-s4],[m38-m42-m50]
0,2,4,[s1-s3],[m0-m1-m4-m5]
0,1,14,[s4],[m17-m18-m19-m20-m23-m25-m27-m30-m32-m35-m36-m47-m48-m55]
15,3,3,[s1-s3-s11],[m38-m42-m50]
0,3,3,[s3-s5-s10],[m2-m3-m11]
0,2,3,[s3-s14],[m31-m42-m50]
0,2,3,[s14-s15],[m31-m42-m50]
0,1,6,[s4],[m22-m32-m35-m37-m49-m55]
0,2,10,[s3-s4],[m6-m12-m13-m17-m18-m20-m22-m23-m24-m27]
20,1,3,[s11],[m38-m42-m50]
65,1,3,[s11],[m31-m42-m50]
17,2,5,[s1-s3],[m0-m1-m5-m7-m9]
18,1,3,[s1],[m0-m2-m3]
28,1,3,[s11],[m0-m42-m50]
16,1,3,[s10],[m38-m42-m50]
15,3,3,[s1-s3-s11],[m38-m42-m50]
0,3,4,[s0-s1-s3],[m0-m1-m2-m3]
16,1,3,[s10],[m38-m42-m50]
0,2,3,[s1-s17],[m0-m2-m9]
0,6,3,[s1-s3-s4-s8-s10-s17],[m0-m5-m10]
0,3,3,[s1-s4-s15],[m0-m42-m50]
208,2,14,[s1-s4],[m17-m18-m19-m20-m25-m27-m30-m32-m35-m36-m47-m48-m49-m55]
0,2,11,[s1-s4],[m6-m16-m17-m18-m22-m23-m24-m25-m27-m32-m47]
0,2,3,[s1-s17],[m0-m1-m3]
0,2,4,[s3-s4],[m0-m1-m2-m3]
0,3,4,[s1-s3-s17],[m0-m3-m7-m9]
0,2,4,[s3-s10],[m0-m1-m2-m3]
0,2,4,[s1-s3],[m0-m1-m8-m9]
0,3,4,[s1-s4-s17],[m0-m31-m42-m50]
0,3,4,[s1-s3-s17],[m0-m2-m3-m9]
0,2,3,[s1-s17],[m5-m42-m50]
0,6,3,[s1-s3-s10-s11-s14-s15],[m31-m42-m50]
0,5,4,[s1-s2-s3-s4-s17],[m0-m1-m2-m5]
0,1,14,[s4],[m13-m18-m19-m20-m22-m27-m29-m30-m32-m35-m36-m37-m47-m49]
0,3,3,[s11-s14-s15],[m31-m42-m50]
0,2,3,[s1-s17],[m31-m42-m50]
22,2,3,[s1-s11],[m31-m42-m50]
0,2,4,[s3-s10],[m0-m31-m42-m50]
0,2,4,[s1-s17],[m0-m38-m42-m50]
0,3,4,[s1-s11-s17],[m0-m31-m42-m50]
0,2,4,[s0-s1],[m0-m31-m42-m50]
23,2,4,[s1-s17],[m0-m31-m42-m50]
31,2,4,[s1-s17],[m0-m2-m3-m9]
0,1,3,[s14],[m31-m42-m50]
16,1,3,[s10],[m38-m42-m50]
0,3,3,[s1-s11-s17],[m0-m42-m50]
18,1,3,[s1],[m0-m2-m3]
0,2,3,[s0-s1],[m38-m42-m50]
0,1,3,[s2],[m38-m42-m50]
0,3,4,[s1-s3-s4],[m0-m6-m22-m37]
0,1,3,[s8],[m0-m1-m14]
0,3,5,[s1-s3-s17],[m0-m1-m5-m14-m21]
0,2,3,[s1-s10],[m0-m1-m10]
0,1,3,[s3],[m31-m42-m50]
39,1,3,[s1],[m38-m42-m50]
0,3,4,[s1-s3-s17],[m0-m1-m8-m9]
18,1,3,[s1],[m0-m2-m3]
68,3,6,[s1-s3-s17],[m0-m2-m3-m8-m9-m14]
0,4,3,[s1-s3-s4-s15],[m0-m1-m4]
183,2,3,[s1-s3],[m0-m42-m50]
0,2,3,[s1-s4],[m0-m1-m4]
0,1,18,[s4],[m6-m12-m13-m16-m17-m18-m19-m20-m22-m23-m24-m25-m27-m28-m30-m35-m36-m47]
0,2,4,[s1-s17],[m0-m2-m3-m8]
0,3,3,[s1-s4-s17],[m0-m1-m11]
0,1,7,[s4],[m6-m17-m18-m22-m24-m25-m27]
0,2,4,[s3-s4],[m1-m10-m11-m26]
21,2,3,[s3-s4],[m31-m42-m50]
0,3,4,[s1-s3-s17],[m0-m10-m42-m50]
0,2,3,[s1-s10],[m0-m1-m4]
0,1,5,[s1],[m0-m1-m2-m3-m4]
24,1,4,[s1],[m0-m38-m42-m50]
16,1,3,[s10],[m38-m42-m50]
0,2,13,[s1-s4],[m6-m18-m19-m20-m22-m23-m25-m27-m28-m30-m32-m47-m49]
27,3,3,[s1-s3-s11],[m0-m42-m50]
19,1,3,[s4],[m38-m42-m50]
0,4,3,[s1-s3-s11-s17],[m0-m10-m50]
0,2,3,[s0-s1],[m0-m5-m21]
0,4,3,[s1-s3-s4-s10],[m0-m42-m50]
0,3,5,[s1-s3-s17],[m0-m3-m8-m9-m14]
20,1,3,[s11],[m38-m42-m50]
16,1,3,[s10],[m38-m42-m50]
0,4,3,[s1-s11-s14-s15],[m31-m42-m50]
0,1,13,[s4],[m6-m12-m13-m17-m18-m20-m22-m23-m24-m25-m26-m27-m28]
0,2,3,[s1-s3],[m31-m42-m50]
0,4,4,[s0-s1-s3-s4],[m0-m1-m5-m9]
0,2,3,[s1-s10],[m0-m42-m50]
0,3,3,[s1-s8-s17],[m31-m42-m50]
0,2,3,[s3-s4],[m0-m5-m21]
0,5,4,[s1-s3-s4-s11-s17],[m0-m10-m42-m50]
21,2,3,[s3-s4],[m31-m42-m50]
0,1,3,[s17],[m38-m42-m50]
0,2,3,[s14-s15],[m38-m42-m50]
0,1,17,[s4],[m13-m16-m17-m18-m19-m20-m25-m26-m27-m28-m30-m32-m36-m37-m47-m48-m49]
0,1,3,[s17],[m0-m1-m5]
0,8,3,[s0-s1-s2-s3-s4-s8-s10-s11],[m31-m42-m50]
0,2,5,[s3-s8],[m0-m1-m31-m42-m50]
0,5,3,[s1-s3-s4-s10-s17],[m0-m11-m31]
0,2,15,[s1-s4],[m6-m18-m19-m20-m22-m27-m28-m29-m30-m32-m35-m36-m37-m47-m49]
0,1,18,[s4],[m6-m13-m17-m18-m19-m20-m22-m24-m25-m27-m28-m29-m30-m35-m36-m37-m47-m49]
193,1,6,[s4],[m6-m17-m18-m22-m24-m27]
0,3,3,[s1-s3-s17],[m0-m42-m50]
0,3,3,[s3-s14-s15],[m31-m42-m50]
0,1,3,[s4],[m12-m13-m16]
42,1,5,[s1],[m0-m2-m3-m8-m9]
0,3,3,[s5-s6-s10],[m31-m42-m50]
0,2,4,[s1-s4],[m12-m13-m17-m23]
0,2,3,[s1-s4],[m0-m1-m5]
0,2,14,[s1-s4],[m6-m12-m13-m16-m17-m18-m20-m26-m27-m28-m29-m30-m35-m47]
0,2,3,[s1-s17],[m0-m2-m10]
0,1,4,[s10],[m5-m31-m42-m50]
0,3,4,[s1-s2-s3],[m0-m1-m4-m10]
137,1,15,[s4],[m6-m12-m13-m17-m18-m19-m20-m25-m27-m28-m30-m35-m36-m47-m49]
0,2,9,[s1-s4],[m12-m13-m17-m18-m20-m22-m23-m24-m27]
0,2,7,[s1-s4],[m6-m16-m17-m18-m22-m24-m27]
0,5,3,[s1-s4-s10-s11-s17],[m38-m42-m50]
22,2,3,[s1-s11],[m31-m42-m50]
23,2,4,[s1-s17],[m0-m31-m42-m50]
35,6,4,[s1-s3-s4-s11-s14-s15],[m0-m31-m42-m50]
0,1,6,[s1],[m0-m2-m3-m7-m9-m14]
0,2,5,[s1-s4],[m12-m13-m16-m17-m23]
12,2,3,[s1-s17],[m2-m3-m9]
0,1,3,[s5],[m0-m1-m4]
0,4,3,[s1-s3-s4-s17],[m0-m5-m9]
7,2,3,[s3-s4],[m0-m2-m3]
0,2,3,[s3-s17],[m0-m2-m11]
0,3,4,[s1-s3-s17],[m0-m1-m5-m9]
0,7,3,[s0-s1-s3-s4-s10-s14-s17],[m0-m1-m11]
0,2,12,[s1-s4],[m6-m13-m16-m17-m18-m20-m22-m24-m25-m26-m27-m30]
0,1,4,[s17],[m0-m31-m42-m50]
0,3,3,[s1-s3-s10],[m31-m42-m50]
0,2,4,[s3-s11],[m0-m31-m42-m50]
0,2,3,[s1-s10],[m38-m42-m50]
0,4,4,[s0-s1-s3-s14],[m0-m1-m8-m9]
16,1,3,[s10],[m38-m42-m50]
0,4,3,[s1-s3-s5-s17],[m0-m1-m4]
0,2,3,[s3-s17],[m0-m42-m50]
0,3,3,[s1-s10-s17],[m0-m1-m10]
0,2,7,[s1-s11],[m0-m1-m10-m31-m38-m42-m50]
0,2,3,[s2-s3],[m38-m42-m50]
20,1,3,[s11],[m38-m42-m50]
0,1,5,[s1],[m5-m21-m38-m42-m50]
0,2,4,[s1-s3],[m0-m2-m3-m8]
24,1,4,[s1],[m0-m38-m42-m50]
0,5,3,[s3-s4-s10-s14-s15],[m45-m53-m59]
0,1,3,[s3],[m0-m1-m4]
0,2,4,[s1-s11],[m0-m38-m42-m50]
0,1,4,[s8],[m0-m10-m31-m42]
0,3,3,[s1-s3-s9],[m0-m1-m4]
0,2,3,[s4-s15],[m31-m42-m50]
0,4,3,[s1-s3-s4-s11],[m31-m42-m50]
0,2,14,[s1-s4],[m17-m18-m19-m20-m23-m24-m25-m27-m30-m32-m36-m37-m48-m55]
0,4,3,[s0-s1-s3-s17],[m0-m2-m3]
0,3,7,[s3-s14-s15],[m15-m41-m60-m61-m62-m63-m64]
43,3,4,[s1-s3-s17],[m0-m2-m3-m10]
0,1,3,[s2],[m0-m1-m4]
0,2,14,[s1-s4],[m17-m18-m19-m20-m22-m23-m24-m26-m27-m28-m29-m36-m47-m48]
0,1,3,[s17],[m0-m2-m9]
0,2,3,[s4-s14],[m31-m42-m50]
0,1,3,[s3],[m0-m2-m11]
15,3,3,[s1-s3-s11],[m38-m42-m50]
0,1,3,[s12],[m38-m42-m50]
0,2,3,[s3-s10],[m0-m1-m2]
0,5,3,[s1-s3-s14-s15-s17],[m0-m42-m50]
0,2,3,[s1-s3],[m1-m8-m9]
0,2,3,[s1-s17],[m0-m1-m10]
0,2,12,[s1-s4],[m6-m18-m19-m20-m22-m23-m24-m26-m27-m32-m36-m37]
0,1,3,[s0],[m38-m42-m50]
15,3,3,[s1-s3-s11],[m38-m42-m50]
44,2,3,[s3-s4],[m0-m42-m50]
0,2,3,[s5-s10],[m0-m42-m50]
0,3,12,[s3-s14-s15],[m39-m40-m43-m45-m46-m53-m54-m63-m65-m66-m67-m68]
0,1,3,[s11],[m2-m3-m10]
0,1,3,[s1],[m2-m3-m5]
0,3,4,[s1-s3-s17],[m0-m2-m3-m14]
36,4,3,[s0-s1-s3-s4],[m0-m1-m4]
0,2,10,[s1-s4],[m18-m19-m20-m25-m27-m28-m30-m32-m36-m47]
0,3,3,[s3-s4-s10],[m0-m2-m3]
0,1,3,[s3],[m0-m2-m3]
0,2,4,[s1-s4],[m0-m2-m3-m10]
25,2,3,[s1-s3],[m0-m1-m8]
0,3,4,[s1-s3-s4],[m22-m24-m26-m27]
0,4,4,[s3-s4-s9-s17],[m0-m3-m9-m14]
195,1,3,[s1],[m0-m1-m3]
26,4,3,[s1-s3-s4-s17],[m0-m2-m3]
27,3,3,[s1-s3-s11],[m0-m42-m50]
0,2,3,[s2-s3],[m31-m42-m50]
0,1,3,[s1],[m0-m1-m8]
176,1,13,[s4],[m6-m13-m17-m18-m19-m20-m22-m23-m24-m27-m28-m29-m37]
0,3,5,[s3-s14-s15],[m39-m54-m66-m69-m70]
47,2,4,[s1-s3],[m0-m2-m3-m10]
0,4,4,[s1-s2-s3-s11],[m0-m2-m3-m5]
0,3,3,[s0-s1-s12],[m0-m1-m9]
34,3,4,[s1-s10-s17],[m0-m31-m42-m50]
0,3,4,[s0-s1-s3],[m0-m1-m4-m5]
