,dataset,#teams,#skills,#experts
3,1,3,[s2],[m12-m67-m68]
18,2,5,[s0-s1],[m2-m3-m4-m5-m82]
0,2,4,[s1-s17],[m1-m11-m64-m65]
3,1,3,[s2],[m12-m67-m68]
0,2,4,[s4-s15],[m148-m173-m176-m177]
0,3,3,[s3-s4-s10],[m1-m6-m139]
486,4,8,[s3-s4-s14-s15],[m289-m291-m293-m300-m301-m302-m303-m304]
17,3,3,[s3-s4-s17],[m1-m23-m122]
37,0,4,[],[m159-m160-m192-m305]
89,1,3,[s3],[m245-m246-m247]
0,3,6,[s4-s14-s15],[m1-m147-m162-m173-m306-m307]
0,2,3,[s4-s15],[m160-m192-m299]
0,1,3,[s2],[m1-m136-m207]
1727,6,3,[s1-s3-s4-s14-s15-s17],[m131-m308-m309]
16,1,3,[s1],[m1-m38-m136]
1,0,4,[],[m25-m26-m27-m28]
15,1,3,[s1],[m137-m157-m210]
0,3,6,[s1-s3-s17],[m1-m134-m262-m310-m311-m312]
2437,2,4,[s3-s4],[m24-m85-m146-m169]
0,3,3,[s3-s4-s8],[m1-m281-m282]
3,1,3,[s2],[m12-m67-m68]
0,2,6,[s3-s4],[m1-m6-m7-m8-m59-m70]
2,1,4,[s1],[m25-m26-m27-m28]
1,0,4,[],[m25-m26-m27-m28]
0,4,3,[s0-s1-s3-s4],[m272-m273-m274]
17,3,3,[s3-s4-s17],[m1-m23-m122]
0,1,3,[s2],[m11-m12-m193]
19,1,3,[s1],[m66-m86-m313]
18,2,5,[s0-s1],[m2-m3-m4-m5-m82]
19,1,3,[s1],[m66-m86-m313]
0,2,5,[s1-s4],[m284-m287-m314-m315-m316]
15,1,3,[s1],[m137-m157-m210]
20,0,4,[],[m245-m246-m247-m248]
0,6,6,[s1-s3-s4-s14-s15-s17],[m1-m84-m310-m312-m317-m318]
147,2,3,[s1-s3],[m1-m6-m126]
38,1,3,[s1],[m1-m124-m126]
21,2,3,[s1-s3],[m1-m7-m8]
0,4,4,[s1-s2-s3-s4],[m1-m71-m72-m83]
3,1,3,[s2],[m12-m67-m68]
20,0,4,[],[m245-m246-m247-m248]
0,2,3,[s1-s3],[m1-m123-m125]
21,2,3,[s1-s3],[m1-m7-m8]
0,1,4,[s2],[m12-m67-m68-m244]
0,2,3,[s0-s3],[m73-m167-m249]
1,0,4,[],[m25-m26-m27-m28]
0,1,4,[s2],[m178-m180-m207-m244]
1,0,4,[],[m25-m26-m27-m28]
0,4,28,[s1-s3-s10-s17],[m87-m88-m89-m90-m91-m92-m93-m94-m95-m96-m97-m98-m99-m100-m101-m102-m103-m104-m105-m106-m107-m108-m109-m110-m111-m112-m113-m114]
428,3,3,[s1-s3-s17],[m1-m6-m7]
0,5,3,[s0-s1-s3-s4-s17],[m1-m319-m320]
0,3,4,[s1-s3-s4],[m6-m29-m155-m321]
3,1,3,[s2],[m12-m67-m68]
0,0,3,[],[m3-m17-m322]
7,6,28,[s0-s1-s3-s8-s10-s17],[m87-m88-m89-m90-m91-m92-m93-m94-m95-m96-m97-m98-m99-m100-m101-m102-m103-m104-m105-m106-m107-m108-m109-m110-m111-m112-m113-m114]
0,4,4,[s1-s2-s3-s4],[m84-m323-m324-m325]
2,1,4,[s1],[m25-m26-m27-m28]
22,0,3,[],[m137-m157-m210]
0,2,3,[s1-s4],[m1-m6-m326]
0,0,3,[],[m10-m207-m250]
0,2,3,[s0-s1],[m0-m149-m164]
23,2,4,[s0-s1],[m3-m157-m210-m243]
0,5,4,[s0-s3-s4-s14-s15],[m159-m173-m268-m277]
36,0,3,[],[m16-m243-m327]
0,2,3,[s3-s4],[m23-m29-m326]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
0,3,3,[s1-s3-s4],[m1-m174-m306]
0,1,4,[s1],[m124-m126-m131-m210]
60,3,20,[s0-s1-s3],[m150-m250-m328-m329-m330-m331-m332-m333-m334-m335-m336-m337-m338-m339-m340-m341-m342-m343-m344-m345]
0,1,3,[s1],[m25-m26-m28]
24,0,3,[],[m61-m62-m63]
0,2,5,[s1-s4],[m289-m290-m291-m300-m301]
0,1,3,[s1],[m131-m210-m346]
3,1,3,[s2],[m12-m67-m68]
24,0,3,[],[m61-m62-m63]
0,4,13,[s1-s10-s11-s15],[m40-m183-m184-m185-m187-m271-m320-m347-m348-m349-m350-m351-m352]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
0,0,11,[],[m183-m184-m187-m270-m271-m320-m347-m348-m349-m350-m352]
24,0,3,[],[m61-m62-m63]
25,1,3,[s3],[m61-m62-m63]
0,0,7,[],[m118-m195-m196-m284-m353-m354-m355]
0,2,9,[s3-s4],[m118-m195-m196-m284-m353-m354-m355-m356-m357]
0,4,4,[s1-s2-s3-s4],[m16-m323-m324-m325]
0,2,3,[s14-s15],[m1-m5-m6]
413,3,6,[s3-s4-s10],[m8-m180-m358-m359-m360-m361]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
0,0,14,[],[m118-m195-m196-m284-m353-m354-m355-m356-m357-m362-m363-m364-m365-m366]
0,1,3,[s0],[m73-m149-m150]
0,2,3,[s0-s3],[m4-m249-m367]
0,4,5,[s0-s1-s3-s17],[m1-m74-m125-m126-m252]
0,3,5,[s0-s1-s3],[m1-m6-m7-m8-m59]
0,4,6,[s1-s3-s4-s17],[m1-m6-m7-m8-m124-m126]
0,4,11,[s1-s10-s11-s15],[m183-m184-m185-m187-m270-m271-m320-m347-m348-m350-m352]
0,2,3,[s1-s17],[m74-m126-m243]
0,1,7,[s4],[m118-m195-m287-m353-m354-m357-m363]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
39,3,3,[s3-s4-s15],[m1-m174-m306]
3,1,3,[s2],[m12-m67-m68]
54,2,3,[s2-s3],[m193-m368-m369]
0,4,12,[s1-s10-s11-s15],[m40-m183-m184-m187-m270-m271-m320-m347-m348-m349-m350-m352]
0,1,15,[s4],[m118-m195-m287-m314-m315-m316-m353-m354-m355-m356-m357-m363-m364-m370-m371]
0,1,4,[s1],[m61-m62-m63-m372]
0,0,6,[],[m118-m195-m196-m353-m355-m357]
7,6,28,[s0-s1-s3-s8-s10-s17],[m87-m88-m89-m90-m91-m92-m93-m94-m95-m96-m97-m98-m99-m100-m101-m102-m103-m104-m105-m106-m107-m108-m109-m110-m111-m112-m113-m114]
1856,1,4,[s1],[m1-m7-m8-m126]
0,0,3,[],[m2-m149-m373]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
0,1,13,[s4],[m118-m195-m196-m287-m314-m316-m353-m354-m355-m356-m357-m370-m374]
0,1,5,[s4],[m118-m284-m353-m355-m357]
431,3,5,[s3-s4-s8],[m1-m6-m375-m376-m377]
3,1,3,[s2],[m12-m67-m68]
1240,2,3,[s0-s1],[m1-m7-m8]
26,1,3,[s1],[m1-m125-m136]
3,1,3,[s2],[m12-m67-m68]
403,4,16,[s3-s4-s14-s15],[m378-m379-m380-m381-m382-m383-m384-m385-m386-m387-m388-m389-m390-m391-m392-m393]
25,1,3,[s3],[m61-m62-m63]
48,1,3,[s4],[m394-m395-m396]
0,2,4,[s1-s17],[m6-m59-m126-m146]
0,1,5,[s4],[m1-m6-m14-m23-m29]
26,1,3,[s1],[m1-m125-m136]
3,1,3,[s2],[m12-m67-m68]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
0,1,3,[s4],[m61-m62-m63]
0,0,4,[],[m154-m251-m281-m282]
0,4,3,[s1-s3-s16-s17],[m1-m6-m397]
66,0,3,[],[m245-m246-m247]
0,1,5,[s3],[m245-m246-m247-m398-m399]
0,2,9,[s1-s4],[m118-m195-m196-m353-m355-m356-m357-m364-m370]
27,4,15,[s0-s1-s3-s4],[m165-m400-m401-m402-m403-m404-m405-m406-m407-m408-m409-m410-m411-m412-m413]
27,4,15,[s0-s1-s3-s4],[m165-m400-m401-m402-m403-m404-m405-m406-m407-m408-m409-m410-m411-m412-m413]
56,1,4,[s4],[m195-m196-m284-m363]
0,2,6,[s1-s4],[m195-m196-m284-m287-m354-m357]
24,0,3,[],[m61-m62-m63]
0,2,19,[s1-s4],[m118-m195-m196-m284-m286-m287-m314-m315-m316-m353-m356-m357-m362-m363-m364-m365-m366-m370-m414]
24,0,3,[],[m61-m62-m63]
1382,1,5,[s0],[m2-m3-m4-m5-m66]
3,1,3,[s2],[m12-m67-m68]
699,3,3,[s1-s2-s3],[m1-m6-m139]
0,4,3,[s1-s3-s4-s17],[m1-m23-m326]
27,4,15,[s0-s1-s3-s4],[m165-m400-m401-m402-m403-m404-m405-m406-m407-m408-m409-m410-m411-m412-m413]
3,1,3,[s2],[m12-m67-m68]
25,1,3,[s3],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
3,1,3,[s2],[m12-m67-m68]
0,1,3,[s1],[m134-m243-m415]
0,2,3,[s14-s15],[m379-m385-m389]
0,2,3,[s1-s11],[m416-m417-m418]
401,1,3,[s15],[m176-m192-m299]
28,1,3,[s1],[m74-m126-m243]
0,0,3,[],[m11-m13-m193]
0,4,11,[s1-s10-s11-s15],[m183-m184-m187-m270-m271-m320-m347-m348-m349-m350-m352]
0,2,3,[s3-s14],[m61-m62-m63]
0,1,5,[s1],[m1-m124-m126-m346-m419]
0,2,5,[s3-s5],[m1-m7-m41-m136-m167]
0,2,11,[s3-s8],[m213-m289-m290-m291-m292-m293-m300-m302-m304-m420-m421]
0,1,7,[s4],[m159-m162-m173-m175-m177-m422-m423]
6,1,4,[s3],[m25-m26-m27-m28]
0,1,3,[s9],[m146-m424-m425]
0,0,5,[],[m118-m353-m355-m357-m364]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
107,3,14,[s1-s2-s4],[m118-m196-m286-m287-m353-m354-m357-m362-m363-m364-m365-m370-m414-m426]
3226,1,4,[s4],[m20-m70-m122-m151]
846,4,3,[s1-s2-s3-s4],[m323-m324-m325]
0,1,3,[s3],[m0-m281-m282]
0,4,4,[s3-s4-s14-s15],[m1-m6-m18-m377]
26,1,3,[s1],[m1-m125-m136]
24,0,3,[],[m61-m62-m63]
24,0,3,[],[m61-m62-m63]
0,2,6,[s3-s4],[m195-m196-m287-m354-m363-m426]
0,2,3,[s1-s4],[m357-m365-m370]
0,2,6,[s0-s1],[m400-m401-m402-m409-m411-m413]
0,1,3,[s1],[m61-m62-m63]
3,1,3,[s2],[m12-m67-m68]
0,2,14,[s3-s4],[m118-m195-m284-m286-m287-m314-m316-m353-m355-m356-m357-m363-m364-m370]
0,3,3,[s1-s11-s17],[m1-m167-m427]
44,2,3,[s1-s17],[m1-m7-m8]
0,3,3,[s1-s3-s17],[m1-m6-m387]
25,1,3,[s3],[m61-m62-m63]
0,3,3,[s1-s3-s17],[m1-m235-m319]
0,1,6,[s4],[m118-m355-m356-m357-m364-m370]
0,0,3,[],[m17-m19-m428]
27,4,15,[s0-s1-s3-s4],[m165-m400-m401-m402-m403-m404-m405-m406-m407-m408-m409-m410-m411-m412-m413]
3,1,3,[s2],[m12-m67-m68]
1189,7,4,[s1-s3-s4-s10-s14-s15-s17],[m1-m6-m126-m136]
0,2,5,[s1-s17],[m1-m103-m104-m106-m109]
0,1,3,[s4],[m137-m429-m430]
0,2,4,[s3-s8],[m8-m359-m360-m431]
270,2,3,[s1-s3],[m1-m6-m208]
0,4,17,[s3-s4-s14-s15],[m214-m215-m216-m217-m218-m219-m220-m221-m222-m223-m224-m225-m228-m230-m231-m232-m234]
1,0,4,[],[m25-m26-m27-m28]
20,0,4,[],[m245-m246-m247-m248]
0,2,5,[s3-s4],[m8-m180-m359-m360-m361]
0,1,3,[s4],[m118-m196-m353]
0,4,9,[s1-s3-s4-s17],[m7-m8-m126-m179-m180-m358-m359-m360-m361]
104,3,4,[s1-s3-s17],[m1-m7-m8-m124]
0,1,3,[s6],[m1-m156-m167]
0,2,4,[s0-s1],[m328-m329-m332-m337]
0,0,4,[],[m159-m268-m277-m432]
3,1,3,[s2],[m12-m67-m68]
0,1,3,[s1],[m433-m434-m435]
0,1,3,[s10],[m1-m6-m202]
52,0,4,[],[m245-m246-m247-m436]
24,0,3,[],[m61-m62-m63]
0,2,4,[s1-s4],[m353-m355-m357-m366]
0,2,4,[s3-s4],[m1-m17-m21-m122]
663,3,3,[s1-s3-s17],[m71-m124-m126]
0,2,4,[s3-s8],[m14-m280-m282-m296]
0,4,3,[s3-s4-s14-s15],[m159-m175-m268]
0,4,12,[s1-s10-s11-s15],[m40-m184-m185-m187-m270-m271-m320-m347-m348-m349-m351-m352]
0,1,3,[s1],[m1-m65-m181]
24,0,3,[],[m61-m62-m63]
0,3,10,[s1-s11-s15],[m40-m184-m187-m270-m271-m320-m347-m348-m350-m352]
24,0,3,[],[m61-m62-m63]
0,4,10,[s1-s10-s11-s15],[m183-m184-m187-m270-m271-m320-m347-m348-m350-m352]
169,1,7,[s4],[m118-m284-m286-m287-m357-m362-m363]
24,0,3,[],[m61-m62-m63]
0,4,5,[s1-s3-s9-s17],[m1-m6-m7-m124-m437]
0,1,4,[s5],[m1-m11-m136-m139]
0,0,9,[],[m118-m195-m196-m284-m286-m353-m355-m356-m365]
0,2,14,[s1-s4],[m195-m196-m287-m314-m315-m316-m353-m354-m357-m363-m370-m426-m438-m439]
0,1,3,[s3],[m195-m196-m284]
0,1,7,[s1],[m123-m126-m189-m210-m346-m440-m441]
0,2,3,[s0-s3],[m4-m5-m66]
0,1,3,[s0],[m1-m417-m442]
