,dataset,#teams,#skills,#experts
0,2,5,[s3-s13],[m205-m259-m260-m261-m262]
37,6,30,[s1-s3-s4-s12-s13-s16],[m263-m264-m265-m266-m267-m268-m269-m270-m271-m272-m273-m274-m275-m276-m277-m278-m279-m280-m281-m282-m283-m284-m285-m286-m287-m288-m289-m290-m291-m292]
0,3,3,[s1-s3-s4],[m17-m165-m293]
0,1,9,[s1],[m5-m6-m12-m17-m152-m178-m294-m295-m296]
0,5,3,[s1-s3-s5-s8-s17],[m101-m172-m297]
0,3,4,[s3-s4-s12],[m173-m298-m299-m300]
0,1,3,[s4],[m59-m236-m301]
0,3,5,[s2-s3-s5],[m302-m303-m304-m305-m306]
609,2,3,[s2-s8],[m176-m259-m307]
5,1,10,[s6],[m82-m83-m84-m85-m86-m87-m88-m89-m90-m91]
0,1,3,[s4],[m17-m104-m255]
0,3,9,[s3-s6-s12],[m85-m91-m149-m150-m151-m161-m162-m163-m164]
0,7,3,[s1-s2-s3-s4-s5-s13-s16],[m17-m308-m309]
0,0,3,[],[m122-m123-m125]
0,2,7,[s1-s3],[m9-m143-m310-m311-m312-m313-m314]
0,3,3,[s3-s4-s12],[m17-m315-m316]
0,4,4,[s2-s3-s5-s8],[m44-m56-m228-m317]
0,2,4,[s1-s3],[m4-m5-m6-m7]
0,0,4,[],[m54-m121-m122-m125]
0,2,3,[s3-s5],[m318-m319-m320]
0,4,3,[s2-s3-s8-s9],[m321-m322-m323]
0,2,4,[s4-s12],[m324-m325-m326-m327]
0,2,3,[s3-s4],[m17-m328-m329]
6,1,9,[s6],[m82-m83-m84-m85-m86-m87-m88-m89-m90]
0,1,5,[s6],[m84-m85-m91-m162-m330]
0,3,3,[s3-s4-s5],[m54-m331-m332]
8,2,5,[s1-s3],[m6-m15-m36-m100-m333]
0,1,4,[s13],[m17-m334-m335-m336]
0,3,3,[s3-s7-s8],[m17-m54-m337]
0,2,6,[s1-s3],[m3-m35-m37-m130-m190-m338]
0,1,3,[s4],[m339-m340-m341]
0,3,3,[s2-s3-s8],[m317-m322-m342]
0,0,5,[],[m95-m127-m196-m199-m343]
0,6,18,[s1-s3-s4-s5-s6-s7],[m344-m345-m346-m347-m348-m349-m350-m351-m352-m353-m354-m355-m356-m357-m358-m359-m360-m361]
0,2,10,[s1-s4],[m18-m152-m180-m181-m183-m184-m185-m186-m362-m363]
0,1,4,[s5],[m26-m49-m51-m188]
0,1,6,[s4],[m253-m254-m255-m256-m364-m365]
0,2,9,[s1-s3],[m17-m311-m366-m367-m368-m369-m370-m371-m372]
0,1,4,[s4],[m157-m158-m373-m374]
0,2,8,[s3-s5],[m25-m50-m59-m141-m160-m226-m375-m376]
261,3,6,[s3-s4-s13],[m201-m338-m377-m378-m379-m380]
6,1,9,[s6],[m82-m83-m84-m85-m86-m87-m88-m89-m90]
0,2,4,[s1-s4],[m17-m103-m145-m175]
0,5,5,[s1-s2-s3-s5-s8],[m208-m381-m382-m383-m384]
0,0,7,[],[m95-m127-m157-m196-m199-m343-m385]
0,2,3,[s4-s5],[m331-m386-m387]
0,2,4,[s3-s5],[m24-m42-m388-m389]
0,2,3,[s3-s4],[m17-m390-m391]
0,2,8,[s3-s5],[m392-m393-m394-m395-m396-m397-m398-m399]
7,0,7,[],[m400-m401-m402-m403-m404-m405-m406]
0,2,3,[s5-s8],[m392-m393-m407]
0,3,4,[s3-s5-s16],[m408-m409-m410-m411]
0,3,7,[s3-s4-s5],[m74-m75-m76-m144-m412-m413-m414]
0,1,4,[s5],[m24-m59-m415-m416]
0,1,3,[s13],[m156-m235-m334]
7,0,7,[],[m400-m401-m402-m403-m404-m405-m406]
0,0,3,[],[m20-m188-m230]
0,3,3,[s3-s4-s5],[m17-m417-m418]
0,3,10,[s2-s5-s8],[m392-m393-m394-m395-m396-m397-m398-m399-m407-m419]
0,2,3,[s1-s2],[m96-m420-m421]
0,1,4,[s4],[m234-m254-m315-m316]
0,3,21,[s1-s3-s4],[m154-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m439-m440]
0,1,4,[s4],[m8-m28-m30-m34]
0,0,4,[],[m400-m402-m403-m406]
0,2,6,[s4-s5],[m441-m442-m443-m444-m445-m446]
8,2,5,[s1-s3],[m6-m15-m36-m100-m333]
0,1,4,[s4],[m234-m254-m447-m448]
5,1,10,[s6],[m82-m83-m84-m85-m86-m87-m88-m89-m90-m91]
0,0,4,[],[m133-m134-m193-m217]
9,0,8,[],[m400-m401-m402-m403-m404-m405-m406-m449]
0,4,15,[s4-s7-s8-s16],[m376-m450-m451-m452-m453-m454-m455-m456-m457-m458-m459-m460-m461-m462-m463]
0,0,5,[],[m400-m401-m402-m403-m405]
9,0,8,[],[m400-m401-m402-m403-m404-m405-m406-m449]
0,0,15,[],[m450-m451-m452-m453-m454-m455-m456-m457-m458-m459-m460-m463-m464-m465-m466]
0,0,7,[],[m400-m401-m402-m403-m404-m406-m449]
0,1,3,[s5],[m467-m468-m469]
0,1,7,[s3],[m400-m401-m402-m403-m404-m406-m449]
0,1,6,[s16],[m62-m63-m64-m65-m66-m69]
0,3,3,[s3-s4-s5],[m118-m470-m471]
0,0,8,[],[m355-m467-m468-m469-m472-m473-m474-m475]
0,1,3,[s5],[m17-m23-m476]
0,1,5,[s5],[m392-m393-m395-m397-m398]
12,1,3,[s4],[m477-m478-m479]
0,2,4,[s3-s4],[m480-m481-m482-m483]
0,2,11,[s3-s5],[m355-m467-m468-m469-m472-m473-m474-m475-m484-m485-m486]
0,1,3,[s5],[m472-m486-m487]
0,0,4,[],[m400-m403-m405-m449]
0,1,9,[s5],[m392-m393-m394-m395-m397-m398-m399-m419-m488]
0,4,5,[s3-s4-s5-s6],[m95-m480-m482-m489-m490]
0,1,9,[s5],[m392-m393-m394-m395-m396-m397-m399-m407-m488]
0,4,5,[s2-s3-s5-s8],[m43-m71-m491-m492-m493]
0,2,3,[s2-s8],[m17-m23-m80]
0,3,9,[s3-s5-s16],[m177-m179-m494-m495-m496-m497-m498-m499-m500]
13,0,7,[],[m400-m401-m402-m403-m404-m405-m449]
0,0,7,[],[m400-m401-m402-m403-m405-m406-m449]
0,2,3,[s3-s13],[m501-m502-m503]
0,3,3,[s3-s4-s6],[m17-m416-m504]
0,2,9,[s1-s4],[m18-m180-m181-m182-m183-m184-m362-m363-m505]
0,0,14,[],[m355-m467-m468-m472-m473-m474-m475-m484-m486-m506-m507-m508-m509-m510]
0,1,5,[s1],[m103-m152-m154-m511-m512]
0,2,6,[s1-s3],[m6-m15-m36-m311-m513-m514]
0,0,21,[],[m344-m345-m346-m347-m348-m349-m350-m351-m352-m353-m354-m356-m357-m358-m359-m360-m361-m515-m516-m517-m518]
0,2,3,[s1-s3],[m519-m520-m521]
0,1,11,[s5],[m392-m393-m394-m395-m396-m397-m398-m399-m407-m419-m488]
0,0,3,[],[m54-m120-m121]
0,4,6,[s1-s3-s4-s12],[m17-m104-m130-m315-m325-m522]
0,3,5,[s1-s3-s4],[m17-m23-m94-m179-m523]
0,4,7,[s3-s4-s5-s12],[m17-m23-m53-m179-m315-m316-m523]
0,8,3,[s1-s2-s3-s4-s5-s6-s8-s16],[m57-m97-m98]
0,4,15,[s4-s7-s8-s16],[m450-m451-m452-m453-m454-m455-m456-m457-m458-m460-m461-m463-m464-m465-m466]
0,1,3,[s4],[m232-m233-m524]
0,1,3,[s4],[m17-m23-m78]
0,1,3,[s4],[m316-m477-m478]
0,2,3,[s4-s12],[m104-m157-m315]
0,1,3,[s5],[m59-m331-m387]
0,1,7,[s5],[m468-m472-m473-m474-m486-m507-m525]
0,1,7,[s5],[m393-m394-m395-m396-m397-m398-m488]
0,3,3,[s1-s3-s4],[m77-m79-m94]
0,0,5,[],[m400-m402-m403-m406-m449]
9,0,8,[],[m400-m401-m402-m403-m404-m405-m406-m449]
0,3,3,[s3-s5-s8],[m17-m417-m418]
0,1,9,[s6],[m82-m83-m84-m85-m86-m87-m88-m90-m91]
0,2,6,[s3-s6],[m236-m526-m527-m528-m529-m530]
0,3,3,[s2-s7-s8],[m531-m532-m533]
0,1,3,[s1],[m12-m534-m535]
0,4,15,[s4-s7-s8-s16],[m376-m450-m451-m452-m453-m454-m455-m456-m457-m458-m459-m460-m463-m464-m465]
0,1,20,[s5],[m468-m472-m473-m474-m475-m484-m486-m487-m507-m508-m525-m536-m537-m538-m539-m540-m541-m542-m543-m544]
0,0,3,[],[m17-m169-m545]
0,2,3,[s3-s4],[m477-m478-m479]
0,3,5,[s3-s5-s16],[m66-m387-m546-m547-m548]
0,1,9,[s4],[m400-m401-m402-m403-m404-m405-m406-m449-m549]
0,0,9,[],[m467-m468-m469-m472-m473-m475-m485-m486-m536]
0,2,3,[s3-s5],[m160-m235-m550]
0,2,3,[s1-s13],[m7-m17-m551]
0,1,6,[s3],[m331-m332-m386-m387-m552-m553]
0,6,29,[s1-s3-s4-s12-s13-s16],[m263-m264-m265-m266-m267-m268-m269-m270-m271-m272-m273-m274-m275-m276-m277-m278-m279-m280-m281-m282-m283-m284-m286-m287-m288-m289-m290-m291-m292]
0,1,4,[s4],[m17-m179-m315-m523]
0,1,3,[s1],[m200-m201-m476]
0,0,6,[],[m149-m150-m161-m163-m164-m554]
0,1,3,[s16],[m17-m536-m555]
0,0,5,[],[m12-m21-m100-m152-m556]
0,1,6,[s14],[m94-m557-m558-m559-m560-m561]
0,0,4,[],[m400-m402-m403-m405]
0,3,3,[s1-s2-s8],[m96-m562-m563]
0,2,3,[s4-s12],[m157-m564-m565]
0,0,3,[],[m566-m567-m568]
0,2,3,[s3-s13],[m201-m569-m570]
0,1,4,[s14],[m17-m23-m94-m143]
0,0,6,[],[m400-m403-m404-m405-m406-m449]
0,5,4,[s3-s4-s5-s12-s13],[m571-m572-m573-m574]
0,1,8,[s13],[m334-m575-m576-m577-m578-m579-m580-m581]
0,2,7,[s3-s4],[m10-m117-m175-m254-m385-m420-m582]
0,3,4,[s2-s3-s13],[m17-m190-m583-m584]
0,2,4,[s3-s16],[m129-m585-m586-m587]
10,1,9,[s6],[m82-m83-m84-m85-m86-m87-m88-m90-m207]
20,4,3,[s3-s4-s5-s6],[m588-m589-m590]
0,1,5,[s1],[m135-m136-m513-m591-m592]
0,2,3,[s4-s6],[m17-m593-m594]
0,3,12,[s3-s4-s12],[m17-m23-m35-m523-m595-m596-m597-m598-m599-m600-m601-m602]
11,2,17,[s3-s14],[m441-m444-m446-m549-m603-m604-m605-m606-m607-m608-m609-m610-m611-m612-m613-m614-m615]
0,1,7,[s4],[m324-m601-m616-m617-m618-m619-m620]
0,2,3,[s4-s12],[m17-m315-m316]
126,3,3,[s3-s4-s12],[m17-m179-m523]
0,5,3,[s1-s3-s4-s13-s16],[m17-m23-m218]
0,4,3,[s2-s3-s5-s8],[m621-m622-m623]
0,0,3,[],[m113-m624-m625]
0,1,3,[s1],[m18-m362-m626]
0,1,3,[s13],[m627-m628-m629]
0,3,10,[s3-s4-s5],[m45-m46-m59-m228-m410-m630-m631-m632-m633-m634]
0,8,6,[s1-s3-s4-s5-s12-s13-s14-s16],[m17-m635-m636-m637-m638-m639]
0,0,8,[],[m392-m393-m394-m395-m396-m398-m399-m488]
0,2,4,[s1-s4],[m17-m559-m640-m641]
0,2,6,[s3-s4],[m17-m297-m315-m316-m343-m642]
10,1,9,[s6],[m82-m83-m84-m85-m86-m87-m88-m90-m207]
0,2,6,[s3-s7],[m40-m643-m644-m645-m646-m647]
0,2,3,[s3-s4],[m332-m648-m649]
0,4,5,[s1-s3-s16-s17],[m17-m178-m650-m651-m652]
0,15,3,[s1-s2-s3-s4-s5-s6-s7-s8-s9-s11-s12-s13-s14-s16-s17],[m653-m654-m655]
17,1,3,[s4],[m14-m315-m656]
0,3,3,[s3-s5-s13],[m156-m501-m502]
0,2,5,[s3-s5],[m392-m393-m396-m398-m407]
11,2,17,[s3-s14],[m441-m444-m446-m549-m603-m604-m605-m606-m607-m608-m609-m610-m611-m612-m613-m614-m615]
0,1,4,[s7],[m17-m533-m644-m657]
36,2,6,[s3-s7],[m40-m533-m643-m645-m658-m659]
0,2,9,[s1-s4],[m6-m7-m95-m131-m221-m312-m626-m660-m661]
0,3,5,[s3-s16-s18],[m17-m34-m218-m662-m663]
12,1,3,[s4],[m477-m478-m479]
0,3,4,[s1-s3-s4],[m9-m35-m335-m664]
525,2,3,[s4-s12],[m118-m665-m666]
0,1,3,[s16],[m667-m668-m669]
0,2,12,[s1-s3],[m18-m180-m182-m183-m184-m185-m186-m362-m363-m505-m626-m670]
0,1,3,[s1],[m7-m95-m660]
0,0,3,[],[m46-m671-m672]
0,2,4,[s4-s12],[m17-m179-m673-m674]
0,6,4,[s1-s3-s4-s8-s12-s16],[m17-m325-m651-m675]
0,1,3,[s4],[m198-m241-m655]
0,1,5,[s4],[m35-m430-m597-m676-m677]
0,1,4,[s4],[m17-m678-m679-m680]
0,3,7,[s2-s3-s13],[m681-m682-m683-m684-m685-m686-m687]
0,4,5,[s3-s4-s5-s13],[m201-m338-m378-m569-m688]
0,2,10,[s1-s4],[m18-m180-m182-m183-m184-m185-m362-m363-m505-m670]
0,0,3,[],[m689-m690-m691]
0,3,3,[s2-s3-s5],[m148-m188-m415]
0,4,6,[s2-s3-s4-s7],[m40-m54-m61-m533-m643-m692]
0,2,3,[s4-s12],[m17-m23-m231]
0,2,4,[s4-s6],[m17-m601-m693-m694]
0,1,9,[s13],[m23-m618-m620-m695-m696-m697-m698-m699-m700]
0,2,3,[s3-s16],[m17-m616-m619]
0,1,3,[s13],[m179-m478-m479]
0,1,5,[s13],[m17-m592-m701-m702-m703]
0,2,8,[s3-s5],[m17-m210-m212-m382-m704-m705-m706-m707]
0,0,3,[],[m34-m245-m251]
0,1,18,[s5],[m467-m472-m473-m475-m484-m486-m487-m506-m507-m508-m509-m510-m525-m536-m537-m708-m709-m710]
0,1,5,[s5],[m74-m76-m144-m412-m413]
0,2,3,[s3-s5],[m17-m54-m711]
0,2,3,[s5-s14],[m56-m557-m712]
13,0,7,[],[m400-m401-m402-m403-m404-m405-m449]
0,0,8,[],[m244-m245-m246-m247-m248-m249-m251-m713]
0,3,8,[s1-s3-s4],[m244-m245-m246-m247-m248-m250-m251-m252]
0,5,3,[s3-s4-s7-s16-s18],[m222-m714-m715]
0,1,3,[s1],[m12-m152-m296]
0,1,3,[s5],[m17-m23-m54]
0,1,3,[s4],[m17-m54-m325]
0,2,11,[s5-s8],[m392-m393-m394-m395-m396-m397-m398-m399-m407-m419-m488]
0,1,5,[s2],[m133-m134-m192-m216-m217]
0,4,3,[s1-s2-s3-s8],[m9-m716-m717]
270,3,14,[s3-s5-s13],[m336-m718-m719-m720-m721-m722-m723-m724-m725-m726-m727-m728-m729-m730]
0,5,3,[s2-s3-s5-s8-s16],[m214-m731-m732]
0,2,7,[s1-s4],[m53-m118-m236-m293-m332-m733-m734]
0,4,7,[s1-s3-s4-s12],[m17-m735-m736-m737-m738-m739-m740]
0,1,4,[s16],[m17-m563-m741-m742]
0,2,4,[s3-s7],[m17-m533-m624-m646]
0,6,24,[s1-s3-s4-s5-s6-s8],[m344-m345-m346-m347-m348-m349-m350-m351-m352-m353-m354-m356-m357-m358-m359-m360-m361-m515-m516-m517-m518-m538-m743-m744]
501,2,23,[s3-s4],[m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m762-m763-m764-m765-m766-m767]
0,3,3,[s3-s4-s12],[m262-m365-m768]
0,3,4,[s3-s5-s13],[m41-m769-m770-m771]
0,1,6,[s4],[m197-m198-m234-m772-m773-m774]
0,2,3,[s7-s12],[m17-m61-m657]
0,3,4,[s1-s2-s8],[m96-m205-m562-m563]
0,1,3,[s1],[m17-m23-m200]
0,1,3,[s4],[m775-m776-m777]
0,2,3,[s1-s3],[m26-m311-m778]
0,1,3,[s4],[m92-m93-m779]
0,3,4,[s3-s4-s12],[m23-m312-m315-m780]
0,3,4,[s3-s4-s12],[m17-m104-m781-m782]
0,1,3,[s5],[m143-m159-m783]
0,5,4,[s2-s3-s5-s8-s13],[m622-m784-m785-m786]
0,2,4,[s3-s5],[m473-m484-m486-m537]
0,5,9,[s1-s4-s5-s8-s12],[m442-m445-m549-m787-m788-m789-m790-m791-m792]
0,2,3,[s1-s4],[m17-m23-m203]
0,5,3,[s2-s3-s4-s5-s8],[m1-m583-m584]
0,2,3,[s4-s12],[m315-m316-m793]
0,4,3,[s1-s3-s4-s16],[m12-m204-m421]
0,1,4,[s2],[m133-m192-m216-m217]
0,2,5,[s3-s5],[m8-m28-m31-m33-m52]
0,2,6,[s3-s16],[m129-m585-m586-m587-m794-m795]
14,1,3,[s7],[m38-m39-m40]
27,1,4,[s4],[m17-m23-m78-m79]
0,3,17,[s1-s4-s5],[m231-m327-m422-m423-m424-m425-m426-m431-m432-m433-m434-m435-m436-m437-m439-m440-m734]
0,1,3,[s7],[m17-m781-m796]
0,3,3,[s3-s4-s12],[m81-m386-m665]
0,2,5,[s3-s13],[m201-m378-m569-m688-m797]
0,6,8,[s2-s3-s4-s5-s8-s13],[m575-m576-m577-m578-m579-m580-m581-m798]
0,2,4,[s1-s3],[m1-m80-m100-m421]
0,4,3,[s2-s3-s5-s8],[m317-m415-m799]
0,2,3,[s1-s3],[m311-m414-m778]
0,0,6,[],[m441-m442-m443-m444-m446-m800]
765,4,29,[s1-s3-s4-s5],[m344-m345-m346-m347-m348-m349-m350-m351-m352-m353-m354-m356-m357-m358-m359-m360-m361-m515-m516-m517-m518-m743-m744-m801-m802-m803-m804-m805-m806]
0,3,3,[s2-s3-s8],[m129-m585-m586]
0,1,3,[s16],[m17-m34-m662]
0,5,3,[s3-s4-s5-s6-s12],[m523-m665-m807]
56,6,9,[s1-s3-s4-s12-s16-s18],[m679-m808-m809-m810-m811-m812-m813-m814-m815]
0,1,3,[s6],[m237-m816-m817]
974,3,28,[s1-s3-s4],[m13-m154-m169-m233-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m818-m819-m820-m821-m822-m823]
0,2,4,[s4-s12],[m17-m23-m326-m424]
0,1,3,[s4],[m225-m316-m781]
0,1,7,[s4],[m15-m116-m258-m312-m471-m780-m824]
0,3,3,[s3-s5-s13],[m682-m799-m825]
0,3,9,[s3-s4-s7],[m108-m110-m114-m115-m826-m827-m828-m829-m830]
33,1,4,[s1],[m12-m175-m178-m313]
0,4,5,[s2-s3-s5-s16],[m391-m831-m832-m833-m834]
0,2,3,[s4-s12],[m17-m325-m835]
0,1,7,[s5],[m836-m837-m838-m839-m840-m841-m842]
0,2,4,[s3-s5],[m20-m45-m228-m229]
0,1,5,[s4],[m14-m315-m320-m656-m680]
0,1,10,[s5],[m843-m844-m845-m846-m847-m848-m849-m850-m851-m852]
0,2,4,[s1-s4],[m853-m854-m855-m856]
15,3,23,[s1-s3-s4],[m154-m231-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m439-m440-m734]
0,1,3,[s4],[m116-m315-m824]
0,2,4,[s3-s13],[m177-m179-m857-m858]
0,2,4,[s3-s5],[m320-m524-m859-m860]
0,1,3,[s4],[m17-m23-m861]
0,2,4,[s4-s12],[m17-m23-m315-m862]
0,1,3,[s7],[m38-m40-m61]
324,3,4,[s3-s4-s12],[m17-m23-m94-m315]
0,3,5,[s3-s7-s8],[m40-m533-m643-m644-m645]
15,3,23,[s1-s3-s4],[m154-m231-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m439-m440-m734]
0,2,22,[s4-s5],[m472-m506-m507-m510-m525-m537-m538-m539-m540-m863-m864-m865-m866-m867-m868-m869-m870-m871-m872-m873-m874-m875]
24,4,9,[s2-s3-s5-s13],[m682-m684-m687-m876-m877-m878-m879-m880-m881]
0,1,3,[s4],[m17-m104-m773]
0,1,3,[s3],[m882-m883-m884]
0,2,3,[s3-s4],[m17-m23-m885]
0,1,3,[s13],[m477-m478-m479]
0,2,6,[s3-s5],[m148-m226-m657-m886-m887-m888]
0,3,9,[s3-s4-s7],[m110-m114-m115-m826-m827-m828-m829-m830-m889]
0,2,6,[s1-s4],[m246-m247-m248-m249-m251-m713]
0,0,6,[],[m312-m890-m891-m892-m893-m894]
0,1,4,[s3],[m230-m895-m896-m897]
0,3,17,[s1-s3-s4],[m17-m590-m898-m899-m900-m901-m902-m903-m904-m905-m906-m907-m908-m909-m910-m911-m912]
0,3,4,[s3-s5-s10],[m913-m914-m915-m916]
0,1,5,[s5],[m789-m917-m918-m919-m920]
0,2,5,[s1-s4],[m17-m23-m94-m195-m921]
0,1,6,[s7],[m61-m533-m644-m646-m692-m922]
0,1,3,[s5],[m17-m294-m315]
0,1,7,[s5],[m923-m924-m925-m926-m927-m928-m929]
0,1,4,[s16],[m17-m535-m742-m930]
