,dataset,#teams,#skills,#experts
0,2,5,[s1-s2],[m2-m7-m52-m53-m100]
0,5,5,[s4-s5-s11-s15-s16],[m101-m102-m103-m104-m105]
0,1,4,[s5],[m73-m90-m92-m106]
0,1,3,[s5],[m10-m107-m108]
0,1,4,[s1],[m1-m57-m109-m110]
0,3,3,[s4-s5-s15],[m18-m20-m111]
0,1,4,[s2],[m2-m81-m97-m112]
0,4,3,[s2-s3-s4-s5],[m2-m59-m71]
0,1,3,[s5],[m73-m74-m113]
0,1,3,[s5],[m19-m114-m115]
0,1,4,[s1],[m2-m24-m26-m30]
0,3,3,[s4-s7-s11],[m2-m116-m117]
0,2,4,[s5-s16],[m119-m120-m121-m122]
0,1,4,[s1],[m2-m7-m123-m124]
0,1,4,[s5],[m2-m23-m100-m125]
0,3,4,[s2-s4-s11],[m2-m100-m126-m127]
0,3,6,[s4-s5-s11],[m2-m7-m23-m55-m128-m129]
0,3,3,[s4-s5-s18],[m2-m8-m9]
0,2,8,[s5-s16],[m107-m119-m121-m131-m132-m133-m134-m135]
0,4,4,[s2-s3-s4-s15],[m9-m30-m136-m137]
0,1,4,[s1],[m6-m16-m56-m70]
0,2,3,[s1-s4],[m9-m15-m138]
0,1,3,[s2],[m2-m80-m139]
0,1,3,[s11],[m2-m7-m146]
0,1,4,[s2],[m84-m86-m147-m148]
0,1,4,[s1],[m101-m103-m105-m149]
0,1,5,[s16],[m131-m133-m134-m135-m150]
0,2,3,[s1-s2],[m2-m12-m55]
0,5,4,[s4-s6-s11-s15-s16],[m2-m7-m22-m96]
0,2,4,[s1-s4],[m1-m16-m106-m113]
0,1,3,[s3],[m13-m118-m151]
0,1,3,[s2],[m81-m97-m112]
0,4,5,[s4-s5-s15-s16],[m101-m103-m104-m105-m152]
0,2,3,[s4-s5],[m78-m153-m154]
0,1,5,[s11],[m2-m155-m156-m157-m158]
0,1,3,[s6],[m2-m77-m159]
0,2,3,[s2-s18],[m2-m160-m161]
0,4,3,[s2-s4-s5-s18],[m2-m28-m162]
0,2,3,[s2-s5],[m2-m7-m85]
0,1,5,[s5],[m21-m82-m92-m113-m163]
0,1,3,[s1],[m109-m117-m164]
0,1,3,[s3],[m2-m73-m165]
0,2,4,[s3-s4],[m2-m7-m52-m96]
0,2,6,[s1-s2],[m3-m4-m5-m6-m56-m70]
0,3,3,[s1-s2-s4],[m2-m14-m84]
0,3,4,[s2-s4-s11],[m2-m7-m77-m130]
0,2,4,[s5-s15],[m23-m54-m55-m81]
0,2,6,[s2-s4],[m2-m7-m85-m87-m88-m91]
0,5,4,[s1-s2-s4-s6-s11],[m27-m123-m168-m169]
0,2,3,[s5-s9],[m33-m113-m170]
0,8,4,[s1-s2-s4-s5-s11-s13-s15-s16],[m2-m7-m52-m99]
0,5,4,[s1-s2-s4-s15-s16],[m64-m67-m68-m75]
0,2,4,[s4-s11],[m24-m25-m26-m27]
0,1,4,[s2],[m92-m127-m171-m172]
0,3,4,[s2-s3-s4],[m11-m12-m13-m14]
0,3,3,[s4-s6-s11],[m2-m61-m173]
0,1,4,[s11],[m2-m7-m8-m52]
0,1,3,[s5],[m10-m23-m82]
0,1,5,[s2],[m2-m62-m84-m86-m96]
0,1,3,[s2],[m94-m171-m174]
0,1,3,[s5],[m18-m20-m73]
0,2,3,[s5-s16],[m120-m121-m131]
0,2,3,[s2-s18],[m2-m7-m175]
0,2,4,[s1-s2],[m4-m117-m167-m176]
0,1,3,[s3],[m12-m151-m177]
0,1,4,[s1],[m2-m3-m5-m109]
0,3,4,[s3-s4-s18],[m11-m12-m13-m14]
0,2,3,[s1-s4],[m55-m106-m182]
0,3,3,[s2-s4-s18],[m2-m84-m86]
0,2,3,[s2-s18],[m83-m85-m183]
0,2,5,[s1-s4],[m29-m114-m124-m184-m185]
0,1,4,[s2],[m87-m88-m89-m91]
0,2,6,[s1-s4],[m2-m182-m187-m188-m189-m190]
0,2,7,[s4-s5],[m18-m20-m33-m73-m90-m128-m174]
0,2,4,[s1-s2],[m2-m61-m74-m92]
0,1,4,[s11],[m2-m24-m25-m27]
0,1,3,[s11],[m2-m7-m8]
0,1,3,[s1],[m191-m192-m193]
0,1,3,[s2],[m2-m7-m58]
0,3,6,[s2-s4-s5],[m2-m7-m8-m9-m28-m52]
0,1,3,[s1],[m2-m194-m195]
0,3,3,[s2-s3-s4],[m2-m7-m96]
0,3,3,[s1-s11-s15],[m1-m3-m21]
0,3,4,[s2-s3-s4],[m2-m7-m81-m196]
0,1,5,[s5],[m119-m120-m122-m135-m197]
0,4,4,[s1-s2-s11-s12],[m143-m198-m199-m200]
0,2,6,[s4-s5],[m10-m201-m202-m203-m204-m205]
0,3,4,[s2-s3-s4],[m119-m120-m131-m206]
0,4,5,[s4-s5-s9-s15],[m184-m209-m210-m211-m212]
0,3,3,[s2-s4-s5],[m58-m84-m86]
0,1,3,[s1],[m2-m81-m97]
0,1,3,[s5],[m78-m153-m213]
0,1,6,[s5],[m153-m154-m213-m214-m215-m216]
0,3,3,[s2-s4-s5],[m2-m18-m92]
0,3,5,[s2-s4-s5],[m217-m218-m219-m220-m221]
0,3,6,[s2-s4-s5],[m201-m202-m203-m204-m205-m222]
0,4,4,[s2-s4-s5-s9],[m29-m30-m33-m223]
0,3,3,[s1-s4-s5],[m202-m203-m204]
0,1,3,[s2],[m97-m117-m167]
0,2,3,[s4-s5],[m201-m203-m204]
0,2,5,[s4-s5],[m15-m20-m21-m82-m174]
0,1,3,[s1],[m2-m114-m224]
0,1,3,[s2],[m62-m86-m176]
0,3,3,[s4-s5-s15],[m18-m73-m82]
0,3,3,[s2-s3-s4],[m2-m71-m196]
0,2,4,[s5-s16],[m120-m134-m150-m225]
0,2,5,[s1-s2],[m3-m4-m5-m6-m70]
0,2,4,[s2-s18],[m2-m12-m54-m55]
0,2,4,[s5-s16],[m108-m131-m134-m135]
0,3,3,[s4-s5-s11],[m2-m7-m99]
0,4,8,[s4-s5-s15-s16],[m217-m219-m221-m226-m227-m228-m229-m230]
0,3,3,[s4-s5-s18],[m2-m23-m82]
0,1,3,[s4],[m178-m179-m180]
0,3,6,[s5-s15-s16],[m2-m107-m122-m131-m232-m233]
0,2,3,[s5-s16],[m120-m150-m225]
0,1,3,[s3],[m2-m96-m165]
0,6,3,[s2-s4-s5-s15-s16-s18],[m91-m234-m235]
0,3,6,[s2-s4-s18],[m2-m94-m191-m236-m237-m238]
0,2,3,[s4-s5],[m73-m106-m129]
0,3,3,[s4-s5-s9],[m2-m210-m211]
0,2,6,[s4-s5],[m2-m7-m8-m9-m52-m58]
0,4,3,[s1-s2-s4-s5],[m201-m202-m203]
0,1,3,[s3],[m12-m13-m151]
0,1,3,[s2],[m56-m74-m239]
0,2,5,[s2-s5],[m213-m216-m240-m241-m242]
0,6,6,[s2-s4-s5-s15-s16-s18],[m2-m72-m236-m238-m243-m244]
0,2,3,[s2-s4],[m2-m7-m86]
0,1,3,[s2],[m2-m84-m86]
0,2,3,[s2-s4],[m2-m8-m9]
0,4,4,[s2-s3-s4-s5],[m2-m59-m60-m71]
0,2,3,[s2-s4],[m2-m83-m85]
0,2,3,[s1-s4],[m61-m127-m182]
0,1,4,[s3],[m136-m138-m165-m177]
0,3,3,[s2-s4-s18],[m2-m7-m8]
0,5,3,[s1-s2-s4-s5-s18],[m2-m245-m246]
0,3,4,[s2-s4-s5],[m7-m28-m115-m247]
0,4,4,[s2-s3-s4-s5],[m72-m248-m249-m250]
0,2,3,[s2-s5],[m2-m7-m251]
0,2,3,[s1-s2],[m1-m109-m124]
0,5,4,[s1-s4-s5-s15-s16],[m119-m131-m197-m206]
0,2,3,[s4-s5],[m23-m28-m251]
0,3,3,[s2-s4-s5],[m2-m132-m232]
0,1,4,[s2],[m84-m86-m91-m167]
0,3,20,[s1-s2-s4],[m110-m183-m252-m253-m254-m255-m256-m257-m258-m259-m260-m261-m262-m263-m264-m265-m266-m267-m268-m269]
0,1,3,[s2],[m24-m25-m27]
0,2,5,[s2-s5],[m217-m218-m219-m226-m227]
0,1,3,[s2],[m91-m167-m270]
0,4,13,[s2-s11-s12-s16],[m33-m141-m142-m143-m145-m200-m246-m271-m272-m273-m274-m275-m276]
0,2,9,[s4-s5],[m78-m153-m154-m213-m277-m278-m279-m280-m281]
0,4,4,[s2-s3-s4-s5],[m16-m248-m249-m250]
0,2,3,[s15-s16],[m2-m6-m7]
0,3,6,[s4-s5-s11],[m9-m138-m282-m283-m284-m285]
0,1,3,[s1],[m61-m109-m110]
0,2,3,[s1-s4],[m5-m182-m291]
0,4,5,[s1-s2-s4-s18],[m2-m62-m85-m86-m185]
0,3,5,[s1-s2-s4],[m2-m7-m8-m9-m52]
0,4,6,[s2-s4-s5-s18],[m2-m7-m8-m9-m84-m86]
0,4,11,[s2-s11-s12-s16],[m141-m142-m143-m145-m199-m200-m246-m271-m272-m274-m276]
0,2,3,[s2-s18],[m62-m86-m176]
0,1,7,[s5],[m78-m153-m216-m277-m278-m281-m287]
0,3,3,[s4-s5-s16],[m2-m132-m232]
0,2,3,[s3-s4],[m151-m292-m293]
0,4,12,[s2-s11-s12-s16],[m33-m141-m142-m145-m199-m200-m246-m271-m272-m273-m274-m276]
0,1,15,[s5],[m78-m153-m216-m240-m241-m242-m277-m278-m279-m280-m281-m287-m288-m294-m295]
0,1,4,[s2],[m2-m8-m9-m86]
0,1,13,[s5],[m78-m153-m154-m216-m240-m242-m277-m278-m279-m280-m281-m294-m297]
0,1,5,[s5],[m78-m213-m277-m279-m281]
0,3,5,[s4-s5-s9],[m2-m7-m298-m299-m300]
0,2,3,[s1-s2],[m2-m8-m9]
0,1,3,[s2],[m2-m85-m96]
0,4,16,[s4-s5-s15-s16],[m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m311-m312-m313-m314-m315-m316]
0,2,4,[s2-s18],[m7-m52-m86-m106]
0,1,5,[s5],[m2-m7-m15-m23-m28]
0,1,5,[s4],[m178-m179-m180-m318-m319]
0,2,9,[s2-s5],[m78-m153-m154-m277-m279-m280-m281-m288-m294]
0,4,15,[s1-s2-s4-s5],[m125-m320-m321-m322-m323-m324-m325-m326-m327-m328-m329-m330-m331-m332-m333]
0,1,4,[s5],[m153-m154-m213-m287]
0,2,6,[s2-s5],[m153-m154-m213-m216-m278-m281]
0,2,19,[s2-s5],[m78-m153-m154-m213-m215-m216-m240-m241-m242-m277-m280-m281-m286-m287-m288-m289-m290-m294-m334]
0,1,5,[s1],[m3-m4-m5-m6-m56]
0,3,3,[s2-s3-s4],[m2-m7-m99]
0,4,3,[s2-s4-s5-s18],[m2-m23-m251]
0,1,3,[s2],[m94-m176-m335]
0,2,3,[s15-s16],[m302-m308-m312]
0,1,3,[s16],[m134-m150-m225]
0,4,11,[s2-s11-s12-s16],[m141-m142-m145-m199-m200-m246-m271-m272-m273-m274-m276]
0,1,5,[s2],[m2-m84-m86-m270-m337]
0,2,5,[s4-s6],[m2-m8-m34-m96-m127]
0,2,11,[s4-s9],[m170-m217-m218-m219-m220-m221-m226-m228-m230-m338-m339]
0,1,7,[s5],[m119-m122-m131-m133-m135-m340-m341]
0,1,3,[s10],[m106-m342-m343]
0,3,14,[s2-s3-s5],[m78-m154-m215-m216-m277-m278-m281-m286-m287-m288-m289-m294-m334-m344]
0,1,4,[s5],[m20-m58-m82-m111]
0,4,3,[s2-s3-s4-s5],[m248-m249-m250]
0,1,3,[s4],[m1-m210-m211]
0,4,4,[s4-s5-s15-s16],[m2-m7-m18-m300]
0,2,6,[s4-s5],[m153-m154-m216-m278-m287-m344]
0,2,3,[s2-s5],[m281-m289-m294]
0,2,6,[s1-s2],[m320-m321-m322-m329-m331-m333]
0,2,14,[s4-s5],[m78-m153-m213-m215-m216-m240-m242-m277-m279-m280-m281-m287-m288-m294]
0,3,3,[s2-s12-s18],[m2-m127-m345]
0,2,3,[s2-s18],[m2-m8-m9]
0,3,3,[s2-s4-s18],[m2-m7-m310]
0,3,3,[s2-s4-s18],[m2-m171-m245]
0,1,6,[s5],[m78-m279-m280-m281-m288-m294]
0,7,4,[s2-s4-s5-s11-s15-s16-s18],[m2-m7-m86-m96]
0,1,3,[s5],[m97-m346-m347]
0,2,4,[s4-s9],[m9-m283-m284-m348]
0,2,3,[s2-s4],[m2-m7-m166]
0,2,5,[s4-s5],[m9-m138-m283-m284-m285]
0,1,3,[s5],[m78-m154-m277]
0,4,9,[s2-s4-s5-s18],[m8-m9-m86-m137-m138-m282-m283-m284-m285]
0,3,4,[s2-s4-s18],[m2-m8-m9-m84]
0,1,3,[s7],[m2-m116-m127]
0,2,4,[s1-s2],[m252-m253-m256-m261]
0,1,3,[s2],[m350-m351-m352]
0,1,3,[s11],[m2-m7-m160]
0,2,4,[s2-s5],[m277-m279-m281-m290]
0,2,4,[s4-s5],[m2-m17-m21-m82]
0,3,3,[s2-s4-s18],[m59-m84-m86]
0,2,3,[s4-s9],[m15-m209-m211]
0,4,3,[s4-s5-s15-s16],[m119-m133-m197]
0,4,12,[s2-s11-s12-s16],[m33-m142-m143-m145-m199-m200-m246-m271-m272-m273-m275-m276]
0,1,3,[s2],[m2-m55-m139]
0,3,10,[s2-s12-s16],[m33-m142-m145-m199-m200-m246-m271-m272-m274-m276]
0,4,10,[s2-s11-s12-s16],[m141-m142-m145-m199-m200-m246-m271-m272-m274-m276]
0,1,7,[s5],[m78-m213-m215-m216-m281-m286-m287]
0,4,5,[s2-s4-s10-s18],[m2-m7-m8-m84-m353]
0,1,4,[s6],[m2-m12-m96-m99]
0,2,14,[s2-s5],[m153-m154-m216-m240-m241-m242-m277-m278-m281-m287-m294-m344-m354-m355]
0,1,3,[s4],[m153-m154-m213]
0,1,7,[s2],[m83-m86-m147-m167-m270-m356-m357]
0,2,3,[s1-s4],[m5-m6-m56]
0,3,3,[s1-s4-s9],[m2-m124-m358]
0,3,3,[s2-s4-s5],[m8-m62-m84]
0,1,4,[s2],[m2-m7-m85-m86]
0,5,12,[s4-s5-s15-s16-s18],[m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m312-m314]
0,2,6,[s2-s4],[m2-m8-m9-m84-m86-m270]
0,1,3,[s2],[m2-m81-m97]
0,3,4,[s2-s4-s5],[m8-m59-m71-m378]
0,3,6,[s4-s15-s16],[m127-m217-m219-m226-m227-m229]
0,1,3,[s2],[m2-m159-m379]
0,2,5,[s2-s4],[m2-m7-m62-m84-m86]
0,3,4,[s1-s2-s4],[m2-m7-m52-m166]
0,2,5,[s1-s4],[m1-m9-m15-m136-m138]
0,1,3,[s5],[m2-m28-m62]
0,5,14,[s4-s5-s11-s15-s16],[m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m311-m312-m314-m316]
0,1,3,[s11],[m2-m139-m173]
0,1,4,[s5],[m78-m153-m154-m279]
0,1,3,[s2],[m87-m89-m91]
0,2,3,[s1-s2],[m2-m7-m52]
0,4,3,[s4-s5-s11-s17],[m100-m127-m139]
0,2,3,[s4-s5],[m2-m132-m232]
0,7,3,[s1-s2-s3-s4-s5-s9-s11],[m380-m381-m382]
0,1,3,[s11],[m2-m7-m256]
0,5,10,[s4-s5-s11-s15-s16],[m301-m302-m303-m304-m306-m307-m308-m309-m310-m312]
0,4,11,[s2-s11-s12-s16],[m33-m142-m145-m199-m200-m246-m271-m272-m273-m274-m276]
0,2,4,[s4-s5],[m17-m19-m82-m383]
0,1,13,[s5],[m78-m154-m216-m277-m278-m279-m280-m281-m286-m288-m294-m334-m344]
0,2,14,[s1-s2],[m183-m252-m253-m254-m255-m256-m261-m262-m263-m264-m265-m266-m267-m269]
0,4,11,[s2-s11-s12-s16],[m33-m142-m145-m199-m200-m246-m271-m272-m273-m275-m276]
0,1,9,[s5],[m78-m153-m213-m215-m277-m279-m280-m281-m294]
0,3,9,[s2-s11-s12],[m33-m142-m145-m200-m246-m271-m272-m274-m384]
0,2,3,[s4-s9],[m209-m210-m385]
0,3,3,[s2-s4-s18],[m2-m85-m386]
0,1,7,[s3],[m9-m136-m138-m177-m282-m284-m387]
0,4,4,[s4-s6-s7-s11],[m2-m8-m9-m99]
0,5,4,[s1-s2-s4-s9-s15],[m9-m137-m283-m285]
0,2,4,[s1-s4],[m2-m7-m52-m166]
0,1,4,[s2],[m83-m147-m270-m356]
0,1,3,[s5],[m2-m7-m23]
0,1,3,[s5],[m153-m213-m278]
0,2,5,[s4-s5],[m23-m383-m388-m389-m390]
0,1,3,[s5],[m2-m132-m232]
0,4,13,[s2-s11-s12-s16],[m141-m142-m143-m145-m199-m200-m246-m271-m272-m273-m274-m275-m276]
0,1,3,[s2],[m2-m7-m166]
0,4,17,[s2-s11-s12-s16],[m33-m141-m142-m143-m145-m199-m200-m246-m271-m272-m273-m274-m276-m384-m391-m392-m393]
0,1,3,[s3],[m151-m292-m293]
0,3,4,[s2-s4-s5],[m74-m81-m97-m117]
0,7,5,[s2-s4-s5-s11-s12-s15-s16],[m119-m131-m135-m206-m231]
0,2,5,[s2-s4],[m2-m74-m81-m97-m112]
0,5,16,[s4-s5-s10-s15-s16],[m129-m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m311-m312-m313-m314-m316]
0,2,3,[s2-s4],[m2-m33-m196]
0,1,3,[s2],[m2-m83-m94]
0,1,3,[s5],[m18-m113-m394]
0,3,7,[s1-s4-s7],[m6-m13-m19-m24-m56-m124-m151]
0,2,4,[s4-s11],[m2-m24-m26-m27]
0,4,3,[s4-s5-s15-s16],[m100-m127-m325]
0,3,3,[s1-s4-s9],[m2-m24-m25]
0,1,3,[s5],[m78-m153-m154]
0,1,4,[s3],[m2-m8-m96-m151]
0,2,3,[s4-s9],[m30-m223-m397]
0,1,4,[s10],[m2-m7-m52-m106]
0,2,3,[s2-s4],[m4-m74-m91]
0,3,11,[s2-s4-s18],[m2-m7-m8-m99-m184-m195-m398-m399-m400-m401-m402]
0,2,7,[s4-s10],[m219-m226-m227-m296-m342-m403-m404]
0,1,7,[s2],[m83-m99-m147-m356-m405-m406-m407]
0,2,3,[s2-s18],[m2-m84-m86]
0,3,3,[s2-s4-s18],[m2-m8-m9]
0,5,3,[s1-s2-s4-s9-s11],[m2-m7-m123]
0,3,4,[s2-s4-s5],[m111-m163-m174-m383]
0,2,4,[s2-s4],[m2-m32-m84-m86]
0,4,3,[s1-s4-s11-s13],[m2-m159-m408]
0,2,5,[s1-s2],[m5-m16-m54-m55-m346]
0,3,3,[s4-s6-s11],[m2-m27-m123]
0,2,3,[s2-s18],[m245-m409-m410]
0,6,3,[s1-s2-s4-s11-s16-s18],[m2-m85-m159]
0,1,3,[s2],[m184-m195-m260]
0,1,3,[s2],[m2-m335-m411]
0,4,3,[s2-s4-s5-s9],[m29-m30-m223]
0,2,3,[s2-s3],[m2-m99-m412]
0,1,5,[s9],[m7-m337-m406-m407-m413]
0,2,3,[s4-s11],[m2-m147-m356]
0,2,7,[s4-s5],[m2-m120-m122-m131-m133-m231-m349]
0,1,15,[s5],[m78-m154-m215-m216-m277-m279-m280-m281-m286-m287-m288-m289-m290-m294-m344]
0,3,4,[s1-s2-s4],[m178-m179-m180-m181]
0,1,3,[s5],[m2-m7-m96]
0,3,7,[s4-s5-s9],[m386-m414-m415-m416-m417-m418-m419]
0,4,3,[s1-s2-s4-s18],[m2-m420-m421]
0,2,3,[s1-s4],[m19-m182-m347]
0,1,3,[s2],[m57-m58-m422]
0,3,3,[s2-s4-s18],[m7-m55-m86]
0,3,3,[s2-s4-s18],[m2-m62-m127]
0,5,3,[s4-s5-s9-s15-s16],[m207-m423-m424]
0,2,4,[s4-s5],[m277-m280-m281-m294]
0,5,6,[s1-s2-s5-s16-s18],[m218-m220-m229-m296-m339-m425]
0,2,3,[s2-s18],[m84-m86-m202]
0,3,14,[s1-s2-s5],[m183-m252-m253-m254-m255-m256-m261-m262-m263-m264-m265-m266-m267-m269]
0,3,3,[s2-s4-s18],[m56-m72-m409]
0,2,3,[s4-s9],[m30-m31-m223]
0,5,3,[s2-s3-s4-s5-s18],[m8-m409-m426]
0,2,4,[s2-s4],[m2-m7-m86-m372]
0,2,3,[s3-s4],[m2-m7-m165]
0,2,3,[s1-s4],[m6-m56-m70]
0,1,4,[s9],[m337-m405-m406-m407]
0,3,5,[s2-s4-s18],[m2-m7-m84-m85-m86]
0,1,4,[s2],[m7-m8-m9-m86]
0,5,15,[s4-s5-s11-s15-s16],[m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m311-m312-m314-m315-m316]
0,1,7,[s2],[m2-m86-m229-m357-m425-m430-m431]
0,1,5,[s5],[m215-m216-m277-m281-m344]
0,1,4,[s2],[m7-m91-m130-m234]
0,1,3,[s2],[m85-m86-m422]
0,2,3,[s2-s4],[m322-m326-m432]
0,1,4,[s5],[m2-m28-m162-m246]
0,2,11,[s2-s5],[m78-m153-m213-m215-m216-m240-m242-m277-m281-m290-m294]
0,1,3,[s2],[m2-m85-m194]
0,2,3,[s6-s11],[m2-m58-m99]
0,1,7,[s2],[m2-m86-m96-m357-m425-m430-m431]
0,1,3,[s16],[m2-m132-m232]
0,5,4,[s2-s4-s5-s9-s11],[m2-m30-m33-m223]
0,2,4,[s2-s4],[m184-m195-m399-m400]
0,4,11,[s2-s11-s12-s16],[m141-m142-m145-m199-m200-m246-m271-m272-m274-m276-m384]
0,1,11,[s5],[m78-m214-m240-m241-m242-m277-m294-m295-m433-m434-m435]
0,2,4,[s4-s11],[m2-m7-m52-m96]
0,2,3,[s4-s10],[m2-m7-m52]
0,2,3,[s4-s9],[m2-m61-m127]
0,1,4,[s9],[m209-m299-m385-m437]
0,2,3,[s2-s4],[m2-m161-m386]
0,1,5,[s2],[m4-m16-m176-m238-m245]
0,3,5,[s4-s5-s11],[m9-m282-m283-m284-m285]
0,2,3,[s1-s4],[m12-m164-m438]
0,4,4,[s1-s2-s4-s5],[m2-m439-m440-m441]
0,2,5,[s2-s5],[m78-m277-m281-m286-m294]
0,3,9,[s5-s15-s16],[m36-m37-m39-m41-m48-m49-m207-m442-m443]
0,1,3,[s2],[m7-m86-m94]
0,7,18,[s2-s4-s5-s10-s12-s15-s16],[m35-m36-m37-m39-m41-m42-m47-m48-m49-m50-m51-m207-m208-m442-m444-m445-m446-m447]
0,2,3,[s1-s4],[m5-m291-m448]
0,4,6,[s2-s4-s5-s18],[m63-m65-m67-m68-m449-m450]
0,2,4,[s2-s16],[m127-m219-m226-m227]
0,2,6,[s4-s5],[m2-m23-m163-m383-m388-m389]
0,2,3,[s5-s16],[m2-m132-m232]
0,4,5,[s2-s3-s4-s18],[m2-m7-m8-m53-m177]
0,5,3,[s4-s6-s11-s15-s16],[m451-m452-m453]
0,9,6,[s1-s4-s5-s9-s11-s12-s13-s15-s16],[m41-m212-m454-m455-m456-m457]
0,1,3,[s11],[m2-m77-m85]
0,1,3,[s9],[m2-m7-m8]
0,2,3,[s4-s9],[m2-m7-m52]
0,1,3,[s9],[m184-m195-m398]
0,1,3,[s5],[m21-m162-m202]
0,2,5,[s2-s4],[m72-m243-m244-m363-m458]
0,1,3,[s9],[m184-m209-m210]
0,2,5,[s4-s5],[m19-m20-m22-m56-m82]
0,2,4,[s1-s2],[m178-m179-m180-m181]
0,2,4,[s4-s5],[m2-m8-m9-m28]
0,7,5,[s1-s2-s11-s12-s15-s16-s18],[m2-m159-m459-m460-m461]
0,4,9,[s4-s5-s15-s16],[m424-m452-m453-m462-m463-m464-m465-m466-m467]
0,5,4,[s2-s4-s5-s11-s18],[m2-m62-m77-m127]
0,2,3,[s15-s16],[m2-m132-m232]
0,1,3,[s9],[m7-m298-m299]
0,1,3,[s2],[m2-m7-m422]
0,9,5,[s1-s2-s4-s6-s8-s11-s13-s15-s16],[m440-m441-m468-m469-m470]
0,4,3,[s4-s12-s15-s16],[m2-m336-m471]
0,1,4,[s4],[m466-m472-m473-m474]
0,2,3,[s15-s16],[m120-m134-m225]
