,dataset,#teams,#skills,#experts
0,1,4,[s1],[m6-m12-m24-m113]
0,3,3,[s1-s6-s13],[m14-m85-m114]
0,1,3,[s1],[m31-m82-m83]
0,1,3,[s12],[m115-m116-m117]
0,1,3,[s1],[m42-m44-m118]
0,1,3,[s1],[m15-m100-m105]
0,1,4,[s2],[m8-m41-m48-m53]
0,2,3,[s1-s11],[m5-m15-m105]
0,1,3,[s1],[m18-m44-m118]
0,2,3,[s1-s9],[m14-m57-m85]
11,1,3,[s2],[m8-m48-m119]
0,2,3,[s1-s12],[m6-m17-m73]
0,2,3,[s1-s10],[m14-m57-m85]
0,2,3,[s1-s10],[m11-m119-m120]
8,1,3,[s1],[m12-m62-m105]
0,2,3,[s1-s10],[m105-m121-m122]
7,1,3,[s1],[m33-m57-m86]
0,2,3,[s1-s10],[m115-m116-m117]
0,1,4,[s2],[m10-m48-m92-m123]
0,3,3,[s2-s6-s7],[m8-m9-m48]
0,2,3,[s1-s10],[m8-m10-m40]
0,1,3,[s10],[m19-m49-m59]
0,2,4,[s1-s10],[m8-m11-m40-m92]
0,1,3,[s2],[m13-m67-m124]
0,1,3,[s1],[m61-m125-m126]
0,2,3,[s1-s10],[m37-m104-m127]
0,1,3,[s1],[m57-m85-m86]
0,1,3,[s12],[m31-m82-m83]
0,2,5,[s10-s12],[m8-m9-m10-m40-m65]
0,3,5,[s1-s3-s9],[m6-m17-m18-m19-m59]
0,2,3,[s1-s11],[m82-m83-m128]
0,3,4,[s1-s6-s8],[m6-m17-m19-m118]
0,2,4,[s1-s10],[m77-m105-m121-m122]
13,2,3,[s1-s11],[m5-m16-m129]
0,2,3,[s3-s6],[m60-m130-m131]
9,1,3,[s2],[m63-m132-m133]
0,1,4,[s1],[m8-m41-m47-m92]
0,2,3,[s1-s11],[m37-m104-m134]
0,2,3,[s1-s10],[m25-m104-m108]
0,3,5,[s1-s2-s9],[m6-m36-m49-m62-m135]
0,1,3,[s1],[m92-m119-m136]
0,3,4,[s1-s3-s7],[m17-m18-m42-m44]
0,1,3,[s2],[m48-m102-m119]
0,1,3,[s1],[m16-m68-m93]
0,1,4,[s2],[m42-m44-m64-m80]
0,2,4,[s3-s8],[m8-m9-m41-m65]
0,1,3,[s1],[m58-m67-m97]
0,2,5,[s1-s8],[m8-m10-m11-m41-m65]
0,3,3,[s1-s10-s15],[m50-m51-m57]
0,1,3,[s1],[m49-m62-m137]
8,1,3,[s1],[m12-m62-m105]
0,1,3,[s1],[m8-m47-m92]
0,2,3,[s3-s7],[m27-m29-m99]
0,3,3,[s1-s3-s10],[m17-m19-m73]
0,2,3,[s1-s8],[m64-m118-m135]
0,1,3,[s1],[m8-m93-m123]
14,1,4,[s1],[m19-m49-m59-m118]
0,1,3,[s1],[m116-m117-m138]
0,1,4,[s2],[m8-m9-m41-m48]
0,2,4,[s10-s12],[m16-m121-m129-m139]
9,1,3,[s2],[m63-m132-m133]
0,3,3,[s1-s6-s9],[m45-m87-m109]
10,1,3,[s1],[m77-m79-m108]
0,2,3,[s1-s11],[m105-m121-m122]
0,2,3,[s1-s11],[m8-m41-m65]
0,1,4,[s1],[m11-m36-m41-m93]
0,1,4,[s1],[m50-m51-m95-m114]
11,1,3,[s2],[m8-m48-m119]
0,2,3,[s1-s6],[m57-m85-m88]
0,2,5,[s6-s9],[m6-m17-m19-m59-m140]
0,1,3,[s1],[m9-m41-m141]
447,2,3,[s1-s10],[m9-m142-m143]
0,1,3,[s11],[m144-m145-m146]
0,2,3,[s1-s10],[m116-m138-m147]
0,2,3,[s6-s10],[m148-m149-m150]
12,2,3,[s1-s2],[m8-m41-m48]
0,1,3,[s1],[m5-m16-m129]
0,3,3,[s2-s6-s10],[m8-m40-m48]
0,2,3,[s3-s7],[m101-m122-m126]
0,1,3,[s1],[m62-m115-m126]
0,2,4,[s1-s10],[m11-m131-m139-m151]
0,1,3,[s1],[m42-m44-m57]
0,1,3,[s1],[m12-m64-m104]
0,1,3,[s1],[m44-m80-m152]
0,1,5,[s10],[m62-m122-m125-m126-m153]
0,3,3,[s1-s2-s7],[m41-m53-m92]
0,1,3,[s1],[m35-m45-m154]
0,1,3,[s1],[m25-m104-m108]
0,2,4,[s2-s10],[m28-m64-m106-m155]
0,1,3,[s2],[m41-m136-m151]
13,2,3,[s1-s11],[m5-m16-m129]
0,2,3,[s1-s10],[m9-m74-m139]
0,1,3,[s10],[m26-m57-m156]
0,1,3,[s1],[m118-m136-m151]
0,3,3,[s3-s6-s10],[m48-m57-m58]
0,2,3,[s11-s12],[m116-m138-m147]
0,1,3,[s1],[m62-m126-m130]
0,1,4,[s1],[m18-m42-m44-m135]
0,2,3,[s1-s11],[m131-m135-m157]
0,1,3,[s1],[m49-m59-m118]
0,1,3,[s7],[m31-m158-m159]
0,2,3,[s1-s10],[m68-m160-m161]
15,1,3,[s1],[m95-m149-m162]
0,2,4,[s3-s7],[m27-m106-m158-m163]
0,1,3,[s1],[m82-m83-m138]
0,2,3,[s6-s10],[m49-m57-m113]
0,1,3,[s1],[m19-m26-m102]
0,2,3,[s1-s8],[m8-m136-m151]
0,3,3,[s1-s8-s9],[m100-m125-m126]
0,2,3,[s6-s10],[m19-m26-m135]
0,1,4,[s1],[m40-m118-m136-m151]
0,2,4,[s1-s10],[m18-m43-m57-m73]
0,2,4,[s1-s10],[m61-m121-m122-m155]
0,1,3,[s1],[m61-m126-m130]
0,1,3,[s1],[m11-m118-m151]
0,2,3,[s1-s6],[m62-m153-m156]
0,1,4,[s3],[m31-m82-m83-m158]
0,2,3,[s1-s6],[m28-m64-m106]
0,1,3,[s1],[m9-m131-m141]
14,1,4,[s1],[m19-m49-m59-m118]
0,2,3,[s1-s10],[m18-m80-m164]
0,2,3,[s2-s10],[m53-m65-m165]
0,3,4,[s1-s2-s6],[m64-m87-m109-m124]
0,2,3,[s1-s10],[m61-m155-m156]
0,2,4,[s2-s7],[m8-m48-m119-m125]
0,1,3,[s2],[m87-m109-m124]
0,2,3,[s1-s2],[m26-m27-m102]
0,1,3,[s2],[m8-m40-m48]
0,1,3,[s1],[m10-m92-m105]
0,3,3,[s1-s3-s6],[m8-m40-m48]
0,1,3,[s1],[m36-m139-m166]
0,1,4,[s2],[m5-m16-m27-m129]
0,1,4,[s1],[m18-m19-m42-m44]
0,1,3,[s1],[m72-m95-m167]
0,1,5,[s3],[m18-m44-m80-m91-m152]
0,2,3,[s1-s10],[m86-m168-m169]
0,2,4,[s1-s10],[m11-m92-m131-m141]
0,1,4,[s2],[m8-m11-m41-m48]
0,2,3,[s1-s10],[m42-m49-m73]
0,1,4,[s1],[m85-m162-m170-m171]
0,3,3,[s1-s6-s12],[m5-m10-m169]
0,3,4,[s1-s8-s10],[m116-m117-m138-m147]
0,3,4,[s1-s8-s10],[m8-m11-m40-m151]
0,2,5,[s1-s8],[m40-m136-m151-m172-m173]
0,1,3,[s1],[m80-m164-m174]
16,1,3,[s2],[m116-m138-m147]
0,1,4,[s1],[m18-m42-m44-m122]
0,3,3,[s1-s3-s7],[m27-m106-m132]
0,1,3,[s10],[m70-m170-m175]
0,1,3,[s10],[m103-m104-m174]
0,1,3,[s10],[m28-m68-m161]
0,3,3,[s2-s3-s6],[m12-m91-m176]
0,1,3,[s2],[m63-m69-m133]
0,3,3,[s1-s8-s14],[m6-m8-m75]
0,1,3,[s10],[m25-m115-m138]
15,1,3,[s1],[m95-m149-m162]
20,2,3,[s2-s10],[m116-m138-m147]
0,1,3,[s2],[m41-m48-m119]
0,1,3,[s10],[m58-m88-m118]
0,1,3,[s1],[m91-m106-m177]
0,2,3,[s1-s3],[m10-m73-m178]
0,1,5,[s1],[m8-m40-m123-m160-m173]
0,2,3,[s2-s10],[m11-m13-m179]
0,1,3,[s1],[m14-m70-m73]
0,2,3,[s6-s10],[m14-m70-m86]
0,2,3,[s1-s10],[m62-m102-m153]
0,1,3,[s10],[m17-m18-m115]
0,2,3,[s10-s11],[m19-m42-m49]
0,1,3,[s2],[m123-m131-m141]
0,2,3,[s6-s10],[m103-m104-m174]
18,1,3,[s2],[m63-m71-m133]
0,2,4,[s1-s6],[m10-m86-m159-m180]
0,1,3,[s10],[m23-m105-m116]
0,2,3,[s6-s10],[m80-m149-m164]
0,1,3,[s1],[m33-m148-m149]
0,2,3,[s1-s10],[m8-m47-m151]
0,2,4,[s1-s5],[m8-m40-m160-m173]
25,2,3,[s1-s10],[m23-m116-m181]
0,3,5,[s3-s6-s10],[m42-m73-m80-m140-m152]
0,1,5,[s1],[m65-m84-m86-m95-m182]
0,2,3,[s1-s6],[m9-m102-m183]
16,1,3,[s2],[m116-m138-m147]
0,1,3,[s10],[m8-m47-m151]
0,1,3,[s10],[m49-m69-m130]
0,2,3,[s1-s11],[m68-m180-m184]
0,1,3,[s10],[m39-m52-m72]
21,1,4,[s10],[m26-m74-m131-m140]
0,3,3,[s1-s7-s10],[m40-m48-m119]
0,3,4,[s1-s2-s10],[m11-m70-m169-m170]
0,3,3,[s5-s12-s16],[m54-m185-m186]
17,1,4,[s2],[m64-m87-m124-m128]
0,2,5,[s1-s3],[m50-m73-m75-m115-m118]
0,3,3,[s3-s5-s6],[m27-m61-m187]
0,1,3,[s1],[m79-m92-m162]
17,1,4,[s2],[m64-m87-m124-m128]
0,1,3,[s1],[m9-m123-m157]
0,3,3,[s1-s6-s11],[m19-m42-m75]
0,1,5,[s10],[m18-m26-m74-m131-m140]
0,2,3,[s1-s10],[m19-m73-m94]
0,2,4,[s1-s3],[m17-m18-m19-m43]
0,1,3,[s2],[m9-m105-m183]
0,3,3,[s1-s6-s9],[m9-m125-m180]
0,1,3,[s1],[m78-m95-m150]
0,1,4,[s2],[m60-m63-m71-m133]
0,1,3,[s1],[m44-m95-m115]
0,1,3,[s10],[m104-m127-m130]
0,1,3,[s1],[m11-m65-m123]
0,1,3,[s1],[m43-m125-m188]
0,1,3,[s1],[m4-m189-m190]
0,2,3,[s1-s8],[m82-m83-m115]
0,1,3,[s1],[m91-m125-m126]
0,2,3,[s3-s7],[m106-m158-m163]
0,2,3,[s1-s10],[m14-m25-m86]
0,1,3,[s1],[m109-m191-m192]
0,1,3,[s10],[m18-m26-m74]
0,2,3,[s1-s11],[m40-m48-m119]
0,2,3,[s1-s10],[m43-m86-m94]
18,1,3,[s2],[m63-m71-m133]
0,2,3,[s6-s10],[m80-m113-m164]
0,2,3,[s2-s10],[m63-m71-m133]
0,1,3,[s1],[m33-m148-m162]
0,1,3,[s3],[m40-m58-m141]
0,1,3,[s10],[m104-m127-m167]
0,1,3,[s10],[m62-m102-m153]
0,2,3,[s1-s12],[m61-m126-m181]
0,1,3,[s1],[m10-m41-m167]
0,1,3,[s2],[m11-m41-m47]
0,1,4,[s2],[m11-m116-m138-m147]
0,1,3,[s10],[m95-m104-m127]
0,2,4,[s2-s10],[m91-m116-m138-m147]
0,2,3,[s1-s3],[m26-m74-m140]
0,3,4,[s1-s10-s12],[m71-m116-m138-m147]
0,2,3,[s2-s7],[m48-m119-m184]
22,1,3,[s1],[m8-m40-m173]
0,2,5,[s2-s10],[m11-m71-m116-m138-m147]
0,3,3,[s3-s6-s7],[m27-m159-m193]
0,1,3,[s1],[m76-m168-m175]
0,1,3,[s1],[m36-m155-m194]
0,1,3,[s1],[m28-m71-m136]
0,3,3,[s5-s12-s16],[m34-m185-m195]
0,1,3,[s10],[m47-m169-m170]
0,2,3,[s1-s10],[m26-m74-m140]
19,1,3,[s10],[m26-m74-m140]
0,2,5,[s1-s6],[m50-m75-m118-m125-m138]
0,1,3,[s1],[m40-m160-m173]
0,3,5,[s2-s3-s12],[m8-m40-m48-m119-m184]
0,1,4,[s1],[m64-m75-m109-m175]
19,1,3,[s10],[m26-m74-m140]
0,1,3,[s1],[m62-m94-m196]
0,2,3,[s1-s6],[m62-m102-m153]
0,1,4,[s1],[m18-m95-m167-m173]
20,2,3,[s2-s10],[m116-m138-m147]
0,1,3,[s1],[m36-m122-m155]
21,1,4,[s10],[m26-m74-m131-m140]
0,3,3,[s1-s3-s6],[m64-m87-m128]
0,1,3,[s1],[m78-m82-m83]
0,1,3,[s1],[m18-m118-m167]
0,1,3,[s1],[m64-m174-m197]
0,1,3,[s1],[m76-m86-m109]
0,2,3,[s1-s11],[m62-m153-m196]
0,1,3,[s2],[m61-m63-m198]
0,1,3,[s1],[m10-m41-m72]
0,1,3,[s10],[m74-m131-m140]
0,1,3,[s1],[m4-m50-m199]
0,1,3,[s1],[m13-m53-m192]
0,2,3,[s6-s10],[m67-m130-m136]
0,1,3,[s1],[m10-m41-m64]
0,3,3,[s3-s7-s12],[m139-m148-m200]
0,2,4,[s1-s11],[m23-m105-m116-m181]
0,1,3,[s1],[m130-m168-m175]
0,3,3,[s1-s10-s17],[m18-m73-m201]
0,3,3,[s1-s5-s18],[m34-m149-m202]
0,1,3,[s5],[m9-m114-m139]
0,1,3,[s1],[m82-m83-m203]
0,2,3,[s1-s11],[m40-m160-m173]
0,1,3,[s1],[m85-m149-m204]
0,1,3,[s1],[m23-m105-m181]
0,2,3,[s2-s6],[m135-m166-m205]
0,1,3,[s1],[m39-m58-m72]
0,1,3,[s1],[m88-m196-m205]
0,1,3,[s10],[m42-m74-m131]
0,1,3,[s1],[m18-m164-m167]
0,1,3,[s1],[m73-m125-m155]
0,1,3,[s10],[m130-m168-m175]
0,1,4,[s1],[m50-m92-m138-m199]
22,1,3,[s1],[m8-m40-m173]
0,1,4,[s1],[m26-m96-m118-m140]
0,1,3,[s10],[m51-m116-m206]
0,1,4,[s1],[m22-m133-m162-m207]
0,1,3,[s1],[m8-m160-m208]
0,2,3,[s2-s10],[m70-m73-m169]
0,2,3,[s5-s12],[m9-m114-m139]
0,1,4,[s1],[m36-m57-m209-m210]
0,1,3,[s2],[m138-m147-m197]
0,1,4,[s5],[m34-m56-m185-m211]
0,1,5,[s1],[m19-m70-m76-m169-m183]
0,3,3,[s2-s3-s10],[m64-m87-m128]
0,1,3,[s1],[m18-m149-m164]
0,1,3,[s1],[m9-m187-m212]
0,2,3,[s1-s11],[m40-m135-m141]
0,3,4,[s2-s3-s7],[m61-m101-m213-m214]
0,1,3,[s1],[m89-m171-m196]
0,1,5,[s1],[m59-m118-m131-m152-m215]
0,1,3,[s10],[m26-m80-m140]
0,1,3,[s1],[m91-m96-m125]
0,1,3,[s10],[m19-m168-m175]
0,1,4,[s12],[m23-m105-m116-m181]
0,3,3,[s1-s6-s10],[m129-m194-m198]
0,2,4,[s2-s10],[m11-m13-m28-m216]
0,1,3,[s1],[m121-m162-m207]
0,1,3,[s1],[m57-m62-m153]
0,2,3,[s1-s2],[m9-m15-m124]
23,2,3,[s3-s7],[m61-m101-m126]
0,1,4,[s1],[m7-m19-m44-m135]
0,1,3,[s1],[m40-m95-m141]
0,2,3,[s1-s6],[m85-m98-m204]
19,1,3,[s10],[m26-m74-m140]
0,2,3,[s1-s10],[m47-m73-m169]
0,1,4,[s1],[m17-m18-m113-m217]
0,1,3,[s1],[m58-m156-m157]
0,3,4,[s6-s10-s11],[m64-m168-m175-m183]
0,1,3,[s1],[m76-m86-m183]
0,1,3,[s12],[m42-m152-m174]
0,2,3,[s2-s10],[m11-m13-m138]
0,1,3,[s1],[m95-m113-m164]
0,1,3,[s2],[m13-m53-m165]
0,3,3,[s1-s2-s3],[m48-m119-m123]
0,1,5,[s10],[m26-m74-m113-m131-m140]
0,1,4,[s3],[m34-m50-m125-m138]
0,1,3,[s1],[m4-m25-m161]
0,1,3,[s10],[m65-m68-m218]
0,3,3,[s2-s6-s7],[m138-m147-m197]
0,3,3,[s1-s6-s10],[m67-m178-m196]
0,1,3,[s2],[m9-m15-m124]
0,1,3,[s1],[m23-m116-m181]
0,1,3,[s3],[m41-m79-m102]
0,2,3,[s1-s11],[m54-m185-m219]
0,2,3,[s6-s10],[m47-m73-m169]
0,1,5,[s1],[m34-m49-m50-m92-m138]
0,2,3,[s1-s10],[m17-m43-m59]
0,1,3,[s1],[m94-m136-m172]
0,2,3,[s1-s12],[m14-m109-m180]
0,3,3,[s1-s11-s12],[m14-m19-m125]
0,1,6,[s2],[m60-m61-m71-m132-m133-m214]
0,2,3,[s1-s10],[m17-m18-m217]
24,1,4,[s2],[m13-m142-m207-m216]
0,1,3,[s1],[m59-m118-m152]
0,2,3,[s6-s10],[m19-m77-m220]
0,1,3,[s2],[m143-m192-m221]
0,2,3,[s1-s11],[m47-m64-m222]
0,1,3,[s1],[m96-m160-m208]
0,1,3,[s2],[m133-m138-m192]
0,1,3,[s10],[m70-m169-m183]
0,1,3,[s1],[m58-m113-m223]
0,1,4,[s10],[m10-m19-m41-m64]
0,3,3,[s3-s7-s10],[m67-m224-m225]
0,1,3,[s1],[m118-m135-m139]
0,2,3,[s6-s10],[m42-m140-m152]
0,1,3,[s1],[m5-m129-m226]
0,1,3,[s1],[m96-m182-m227]
0,1,3,[s10],[m67-m89-m193]
0,1,3,[s1],[m185-m186-m219]
0,1,4,[s2],[m129-m162-m198-m228]
0,2,3,[s6-s10],[m19-m47-m96]
0,3,5,[s1-s3-s11],[m6-m8-m73-m161-m229]
0,1,3,[s2],[m101-m213-m214]
0,2,3,[s1-s11],[m15-m61-m187]
0,1,3,[s1],[m85-m130-m209]
0,1,3,[s2],[m63-m133-m183]
0,1,4,[s10],[m18-m140-m149-m230]
0,1,3,[s10],[m19-m42-m152]
0,1,3,[s2],[m61-m132-m198]
0,1,3,[s6],[m17-m215-m217]
0,1,3,[s1],[m17-m18-m217]
0,2,4,[s1-s6],[m33-m67-m82-m83]
18,1,3,[s2],[m63-m71-m133]
0,1,3,[s1],[m62-m149-m231]
0,1,3,[s1],[m10-m14-m41]
0,1,3,[s1],[m75-m91-m96]
0,1,3,[s1],[m38-m44-m72]
0,1,3,[s1],[m86-m167-m201]
0,1,3,[s1],[m109-m118-m175]
0,1,5,[s1],[m8-m18-m40-m160-m208]
0,1,6,[s2],[m11-m13-m28-m184-m207-m216]
0,1,3,[s10],[m80-m149-m204]
0,1,3,[s10],[m9-m232-m233]
0,1,3,[s1],[m67-m85-m209]
0,1,3,[s1],[m58-m72-m156]
0,2,4,[s1-s11],[m64-m109-m175-m183]
0,1,3,[s3],[m136-m203-m231]
0,2,4,[s1-s6],[m79-m188-m193-m227]
0,1,4,[s1],[m147-m207-m214-m216]
0,2,3,[s1-s6],[m85-m105-m209]
0,3,5,[s2-s6-s7],[m11-m51-m75-m124-m138]
0,2,3,[s6-s10],[m67-m130-m178]
0,2,3,[s6-s10],[m67-m85-m209]
0,1,3,[s1],[m9-m69-m234]
0,1,4,[s1],[m59-m118-m131-m215]
0,1,3,[s1],[m73-m135-m218]
0,1,3,[s1],[m33-m80-m235]
0,1,3,[s1],[m8-m141-m208]
0,1,3,[s1],[m150-m162-m236]
0,2,3,[s1-s6],[m109-m119-m175]
0,1,4,[s1],[m89-m171-m196-m237]
0,1,3,[s2],[m121-m124-m180]
0,2,5,[s1-s10],[m18-m59-m131-m149-m167]
0,1,3,[s1],[m40-m160-m208]
23,2,3,[s3-s7],[m61-m101-m126]
0,1,3,[s1],[m24-m142-m196]
0,3,3,[s6-s11-s14],[m12-m125-m150]
0,1,3,[s1],[m38-m76-m153]
0,1,3,[s6],[m76-m77-m229]
0,1,4,[s1],[m67-m82-m83-m203]
0,1,3,[s10],[m12-m19-m201]
0,1,3,[s1],[m19-m39-m96]
0,1,3,[s10],[m69-m70-m166]
0,1,4,[s1],[m10-m14-m183-m220]
0,2,3,[s1-s6],[m98-m203-m204]
0,2,3,[s1-s6],[m188-m218-m227]
0,3,3,[s1-s7-s10],[m147-m190-m224]
0,1,3,[s1],[m15-m150-m194]
0,3,6,[s2-s6-s7],[m60-m61-m126-m129-m132-m198]
24,1,4,[s2],[m13-m142-m207-m216]
0,2,3,[s1-s7],[m11-m13-m184]
0,2,3,[s1-s6],[m52-m138-m147]
0,2,4,[s2-s10],[m13-m142-m143-m207]
0,2,3,[s1-s6],[m164-m215-m238]
0,1,3,[s1],[m19-m116-m167]
0,1,5,[s1],[m58-m72-m135-m156-m239]
0,3,3,[s1-s3-s6],[m6-m93-m161]
0,1,3,[s1],[m51-m69-m92]
0,1,3,[s1],[m149-m204-m226]
0,1,5,[s1],[m41-m72-m109-m175-m220]
0,1,3,[s1],[m9-m39-m58]
0,1,3,[s1],[m4-m14-m223]
0,1,3,[s1],[m32-m136-m178]
0,2,3,[s1-s10],[m9-m15-m180]
0,1,3,[s1],[m61-m116-m123]
0,1,3,[s2],[m129-m132-m133]
0,3,3,[s3-s6-s7],[m88-m107-m174]
0,3,3,[s1-s6-s7],[m18-m123-m140]
0,2,3,[s1-s12],[m13-m71-m207]
0,1,4,[s12],[m38-m86-m109-m183]
0,2,3,[s1-s10],[m59-m131-m215]
25,2,3,[s1-s10],[m23-m116-m181]
0,1,4,[s1],[m38-m44-m72-m230]
0,2,3,[s6-s10],[m130-m178-m235]
0,1,3,[s1],[m80-m149-m235]
0,1,3,[s10],[m4-m114-m200]
0,3,3,[s7-s14-s17],[m18-m79-m140]
0,2,3,[s1-s6],[m85-m193-m209]
0,1,3,[s10],[m5-m15-m224]
0,1,4,[s1],[m48-m92-m120-m138]
0,1,4,[s10],[m43-m71-m209-m234]
0,1,3,[s10],[m43-m152-m234]
0,1,3,[s2],[m11-m132-m143]
0,2,3,[s1-s6],[m86-m139-m201]
0,3,4,[s1-s5-s12],[m41-m125-m169-m175]
0,3,6,[s1-s3-s6],[m14-m71-m79-m164-m188-m220]
0,1,4,[s7],[m192-m200-m214-m222]
0,1,3,[s1],[m59-m118-m149]
0,2,4,[s1-s11],[m61-m95-m122-m131]
0,2,4,[s1-s6],[m62-m113-m178-m237]
26,1,3,[s1],[m44-m167-m187]
0,2,3,[s1-s10],[m48-m92-m138]
0,1,3,[s1],[m92-m138-m156]
